"Gene","logFC","t","PValue","FDR","SYMBOL","GENENAME"
"ENSG00000113303",-1.48683629979546,-9.68733027757331,1.49025002109637e-16,3.90993452610214e-15,"BTNL8","butyrophilin like 8"
"ENSG00000105501",-2.18530121545124,-9.67832745588892,1.56403458985825e-16,4.09212272274302e-15,NA,NA
"ENSG00000155097",-1.42579489658757,-9.67621269705226,1.5818890566588e-16,4.13309653943668e-15,"ATP6V1C1","ATPase H+ transporting V1 subunit C1"
"ENSG00000171155",-1.5893304626649,-9.67424829996845,1.59865632150748e-16,4.17112019176704e-15,"C1GALT1C1","C1GALT1 specific chaperone 1"
"ENSG00000118898",-1.42898634314656,-9.66745470898781,1.65802348298047e-16,4.30811674101878e-15,"PPL","periplakin"
"ENSG00000150527",-1.05040591738971,-9.66056706138879,1.72046003927701e-16,4.4641909393802e-15,"MIA2","MIA SH3 domain ER export factor 2"
"ENSG00000143376",-1.33238067334827,-9.65485860688272,1.77398244174553e-16,4.59673744671282e-15,"SNX27","sorting nexin 27"
"ENSG00000148344",1.63954233795953,9.65225858831166,1.79890813648933e-16,4.63581825925937e-15,"PTGES","prostaglandin E synthase"
"ENSG00000196369",-1.19405853122541,-9.65242907763646,1.79726304038232e-16,4.63581825925937e-15,"SRGAP2B","SLIT-ROBO Rho GTPase activating protein 2B"
"ENSG00000131931",-1.34291650777112,-9.65119475983973,1.80920731005929e-16,4.6559900692482e-15,"THAP1","THAP domain containing 1"
"ENSG00000174125",-1.45885980217301,-9.64047191048819,1.91636248939743e-16,4.91162402384609e-15,"TLR1","toll like receptor 1"
"ENSG00000158411",-1.14937194043361,-9.63461118686452,1.97758414567452e-16,5.06164811633377e-15,"MITD1","microtubule interacting and trafficking domain containing 1"
"ENSG00000169252",-1.33181511008469,-9.63429491862676,1.98094289271106e-16,5.06336529347232e-15,"ADRB2","adrenoceptor beta 2"
"ENSG00000226822",-1.48948101774762,-9.62988988857793,2.02832045153646e-16,5.17254154125081e-15,NA,NA
"ENSG00000137200",-1.3040977741651,-9.62981390086686,2.0291475735133e-16,5.17254154125081e-15,"CMTR1","cap methyltransferase 1"
"ENSG00000101363",-1.17521461491435,-9.62614347299921,2.06950353604257e-16,5.26828481242837e-15,"MANBAL","mannosidase beta like"
"ENSG00000232912",-1.3577827787607,-9.61727944943893,2.1702976374563e-16,5.50256620382257e-15,NA,NA
"ENSG00000163312",-1.05809509602834,-9.61702469971972,2.17326576907413e-16,5.50268555884658e-15,"HELQ","helicase, POLQ like"
"ENSG00000164512",-1.55818626860263,-9.61140366469684,2.23979857218204e-16,5.66353362453226e-15,"ANKRD55","ankyrin repeat domain 55"
"ENSG00000164047",1.499842193706,9.61036651480651,2.25229508090276e-16,5.68749795362551e-15,"CAMP","cathelicidin antimicrobial peptide"
"ENSG00000203705",-1.32207558649073,-9.60916176652922,2.26689837857052e-16,5.71671106499484e-15,"TATDN3","TatD DNase domain containing 3"
"ENSG00000129515",-1.26594779021842,-9.60650712453862,2.2994109828968e-16,5.79094974542914e-15,"SNX6","sorting nexin 6"
"ENSG00000182400",-1.18077688634478,-9.59603542871489,2.4322667816158e-16,6.09544237808572e-15,"TRAPPC6B","trafficking protein particle complex subunit 6B"
"ENSG00000122861",2.1649578666096,9.59268336162313,2.47639329671131e-16,6.19525855557074e-15,"PLAU","plasminogen activator, urokinase"
"ENSG00000172578",-1.03598316436987,-9.58895712654729,2.52638394705926e-16,6.3035789132056e-15,"KLHL6","kelch like family member 6"
"ENSG00000147416",-1.27411918920721,-9.58631133278366,2.56248997452741e-16,6.38520980689779e-15,"ATP6V1B2","ATPase H+ transporting V1 subunit B2"
"ENSG00000118518",-1.39596235956535,-9.58512811015972,2.57880317411409e-16,6.41737043513359e-15,"RNF146","ring finger protein 146"
"ENSG00000108387",-1.86497217785913,-9.5846970567186,2.58477187762774e-16,6.4237378140833e-15,"SEPTIN4","septin 4"
"ENSG00000164168",-1.33740060212023,-9.58200977131586,2.62229438103931e-16,6.50840336627386e-15,"TMEM184C","transmembrane protein 184C"
"ENSG00000113296",1.725685411399,9.57386196193462,2.73941847064879e-16,6.78123063733009e-15,"THBS4","thrombospondin 4"
"ENSG00000204427",-1.08364617304989,-9.57058904552862,2.78792366078064e-16,6.88321178529302e-15,"ABHD16A","abhydrolase domain containing 16A, phospholipase"
"ENSG00000099998",1.75283742393278,9.56260633138152,2.90985498264761e-16,7.16405592497843e-15,"GGT5","gamma-glutamyltransferase 5"
"ENSG00000109458",-1.00055844113121,-9.5621562214499,2.91688655614102e-16,7.16405592497843e-15,"GAB1","GRB2 associated binding protein 1"
"ENSG00000101236",-1.17471670872981,-9.5548359128414,3.03365423207203e-16,7.43146663508101e-15,"RNF24","ring finger protein 24"
"ENSG00000062725",-1.02952711992599,-9.54508424647536,3.19648452311794e-16,7.81003572587495e-15,"APPBP2","amyloid beta precursor protein binding protein 2"
"ENSG00000135365",-1.08975883381184,-9.54099309625795,3.26736855823399e-16,7.96257294954875e-15,"PHF21A","PHD finger protein 21A"
"ENSG00000092036",-1.20186028187135,-9.53567223274997,3.36191133591517e-16,8.18238833927259e-15,"HAUS4","HAUS augmin like complex subunit 4"
"ENSG00000155629",-1.2058237588655,-9.5345667833821,3.38189331272309e-16,8.2121947251411e-15,"PIK3AP1","phosphoinositide-3-kinase adaptor protein 1"
"ENSG00000138413",-1.41774631260585,-9.51758745580793,3.70413476529437e-16,8.93450585257559e-15,"IDH1","isocitrate dehydrogenase (NADP(+)) 1"
"ENSG00000148925",-1.47239270026662,-9.51615611009519,3.7326611541604e-16,8.99179933786108e-15,"BTBD10","BTB domain containing 10"
"ENSG00000197506",1.5696876358953,9.51215972195677,3.81347439668561e-16,9.17474210533379e-15,"SLC28A3","solute carrier family 28 member 3"
"ENSG00000144744",-1.22202165003476,-9.51111456064459,3.83489576025967e-16,9.21451101170558e-15,"UBA3","ubiquitin like modifier activating enzyme 3"
"ENSG00000198964",-1.07221235121379,-9.50705641828558,3.91921509447944e-16,9.40511770061194e-15,"SGMS1","sphingomyelin synthase 1"
"ENSG00000180138",-1.84510629687303,-9.50477283040314,3.96747409307636e-16,9.50881386327895e-15,"CSNK1A1L","casein kinase 1 alpha 1 like"
"ENSG00000257715",-1.43873081409681,-9.50130540646782,4.04188748756254e-16,9.66257315871866e-15,NA,NA
"ENSG00000163683",-1.31802662135404,-9.50136333470944,4.04063293605976e-16,9.66257315871866e-15,"SMIM14","small integral membrane protein 14"
"ENSG00000166387",-1.08247432141107,-9.48578398265246,4.39243648967866e-16,1.04740150117173e-14,"PPFIBP2","PPFIB scaffold protein 2"
"ENSG00000023318",-1.30026735914493,-9.47643421802426,4.61807934243308e-16,1.09704134492755e-14,"ERP44","endoplasmic reticulum protein 44"
"ENSG00000155868",-1.15014469350653,-9.47543860275337,4.64277841511458e-16,1.10035513063719e-14,"MED7","mediator complex subunit 7"
"ENSG00000136051",-1.07873150423036,-9.47540110325514,4.64371126901246e-16,1.10035513063719e-14,"WASHC4","WASH complex subunit 4"
"ENSG00000086730",-1.32238729090106,-9.47472279103409,4.66061759357591e-16,1.10297379683144e-14,"LAT2","linker for activation of T cells family member 2"
"ENSG00000225973",-1.12527333761039,-9.47060767577974,4.76450807478494e-16,1.12332669728159e-14,"PIGBOS1","PIGB opposite strand 1"
"ENSG00000243646",-1.36957849006417,-9.46824505975893,4.82519597680895e-16,1.13337957370483e-14,"IL10RB","interleukin 10 receptor subunit beta"
"ENSG00000143545",1.31708934141776,9.46645438357675,4.87170603710916e-16,1.1414576906351e-14,"RAB13","RAB13, member RAS oncogene family"
"ENSG00000177683",-1.2932610698063,-9.45822425106766,5.091291656597e-16,1.19142549350279e-14,"THAP5","THAP domain containing 5"
"ENSG00000224152",-1.65739145065509,-9.45776773395312,5.10375698392142e-16,1.192860720386e-14,"BAZ2B-AS1","BAZ2B antisense RNA 1"
"ENSG00000134996",-1.39250886480427,-9.45099897443524,5.29219420487692e-16,1.23502375488352e-14,"OSTF1","osteoclast stimulating factor 1"
"ENSG00000215114",-1.31286799573664,-9.45082009306145,5.29726719368239e-16,1.23502375488352e-14,"UBXN2B","UBX domain protein 2B"
"ENSG00000135407",-1.4091777520095,-9.44677985740347,5.41314792908455e-16,1.26048060183059e-14,"AVIL","advillin"
"ENSG00000115459",-1.11537261278699,-9.44345259641518,5.51047647619129e-16,1.28155994887026e-14,"ELMOD3","ELMO domain containing 3"
"ENSG00000217275",-1.89003828122104,-9.44296679001938,5.52483258441072e-16,1.28241361563969e-14,"RPS10P1","ribosomal protein S10 pseudogene 1"
"ENSG00000172366",1.23229579428802,9.4428678052251,5.52776226722278e-16,1.28241361563969e-14,"MCRIP2","MAPK regulated corepressor interacting protein 2"
"ENSG00000171681",-1.04911949563616,-9.44159398438534,5.56560257330011e-16,1.28801991739346e-14,"ATF7IP","activating transcription factor 7 interacting protein"
"ENSG00000196358",-1.2533376924933,-9.43907067459325,5.64132532017737e-16,1.30234419585173e-14,"NTNG2","netrin G2"
"ENSG00000012223",1.83700135571327,9.43748320013091,5.68949031432548e-16,1.31185579609869e-14,"LTF","lactotransferrin"
"ENSG00000250303",-1.45359741104124,-9.42853914274122,5.96862998461163e-16,1.37453608374222e-14,"LINC02762","long intergenic non-protein coding RNA 2762"
"ENSG00000225342",-1.64220813826979,-9.42410720640165,6.1119713566849e-16,1.40582803928242e-14,"LINC01779","long intergenic non-protein coding RNA 1779"
"ENSG00000287216",-1.53775344752295,-9.42323929045183,6.14044190395806e-16,1.41065420227758e-14,NA,NA
"ENSG00000258659",-1.42535895650299,-9.41622693649503,6.37537847963587e-16,1.46284262849428e-14,"TRIM34","tripartite motif containing 34"
"ENSG00000197062",-1.23379806370591,-9.41455904336155,6.4325661633057e-16,1.47416887328896e-14,"ZSCAN26","zinc finger and SCAN domain containing 26"
"ENSG00000097033",-1.380024461442,-9.41337164989289,6.47359044611143e-16,1.48176788364334e-14,"SH3GLB1","SH3 domain containing GRB2 like, endophilin B1"
"ENSG00000005381",1.72653236618277,9.405345838097,6.75781179566844e-16,1.54120652066346e-14,"MPO","myeloperoxidase"
"ENSG00000143367",-1.35548700417814,-9.40265066143802,6.85602342235968e-16,1.56171425913436e-14,"TUFT1","tuftelin 1"
"ENSG00000115947",-1.20707203773355,-9.40085601375923,6.92220866299168e-16,1.57488607238451e-14,"ORC4","origin recognition complex subunit 4"
"ENSG00000135336",-1.0792021705533,-9.39913966248146,6.98610276467683e-16,1.587505475042e-14,"ORC3","origin recognition complex subunit 3"
"ENSG00000181481",-1.35294318524134,-9.39679479160485,7.07434688183197e-16,1.60562104289097e-14,"RNF135","ring finger protein 135"
"ENSG00000273036",1.83552155798363,9.39167322373783,7.27097290627182e-16,1.64628110106188e-14,"CYP4F33P","cytochrome P450 family 4 subfamily F member 33, pseudogene"
"ENSG00000100368",-1.31486407207088,-9.38730324005654,7.44305002533902e-16,1.68321940428975e-14,"CSF2RB","colony stimulating factor 2 receptor subunit beta"
"ENSG00000133961",-1.23064094686699,-9.38627662927814,7.48406088237973e-16,1.69046449523105e-14,"NUMB","NUMB endocytic adaptor protein"
"ENSG00000101916",-1.52277897520162,-9.38224779544847,7.64719444586333e-16,1.72112125413588e-14,"TLR8","toll like receptor 8"
"ENSG00000079257",-1.78328864901022,-9.38107508441733,7.6953426050975e-16,1.7257721904146e-14,"LXN","latexin"
"ENSG00000196642",1.36501912933915,9.3811959009652,7.69036827867091e-16,1.7257721904146e-14,"RABL6","RAB, member RAS oncogene family like 6"
"ENSG00000241764",-1.47383614597978,-9.37835422842985,7.80822147694364e-16,1.74900447304e-14,"CBLL1-AS1","CBLL1 antisense RNA 1"
"ENSG00000140280",-1.81580930338034,-9.37596098739904,7.9088736734596e-16,1.76944610760846e-14,"LYSMD2","LysM domain containing 2"
"ENSG00000111790",-1.26748881565225,-9.35965467506744,8.62999716732106e-16,1.92620718765396e-14,"FGFR1OP2","FGFR1 oncogene partner 2"
"ENSG00000285909",-1.12469510359876,-9.3592035631717,8.65085313063689e-16,1.92857717485133e-14,NA,NA
"ENSG00000162645",-1.20703760589512,-9.35891247179353,8.66433765786684e-16,1.92930015128718e-14,"GBP2","guanylate binding protein 2"
"ENSG00000223552",-1.76735044535387,-9.35605081962969,8.79802258962093e-16,1.95214545987372e-14,"CCR5AS","CCR5 antisense RNA"
"ENSG00000261172",-1.54550057480612,-9.35389667919846,8.90001141335194e-16,1.97013413636573e-14,NA,NA
"ENSG00000205423",-1.59812661575449,-9.35266668004111,8.95877453726816e-16,1.97849231808977e-14,"CNEP1R1","CTD nuclear envelope phosphatase 1 regulatory subunit 1"
"ENSG00000196209",-1.22651762978297,-9.352719334062,8.95625108174853e-16,1.97849231808977e-14,"SIRPB2","signal regulatory protein beta 2"
"ENSG00000010165",-1.24176851908422,-9.35194048349988,8.99365011642412e-16,1.98386862872597e-14,"METTL13","methyltransferase 13, eEF1A N-terminus and K55"
"ENSG00000121481",-1.30250199033733,-9.35075662720333,9.05079546251859e-16,1.99413900494649e-14,"RNF2","ring finger protein 2"
"ENSG00000225963",-1.54646429092936,-9.34703058251305,9.23302882590396e-16,2.02717712147295e-14,NA,NA
"ENSG00000226334",-1.5887326437182,-9.34652759964629,9.25790755108381e-16,2.03027313675572e-14,NA,NA
"ENSG00000172432",-1.26981650446435,-9.34467726211648,9.35000663806863e-16,2.04808633776671e-14,"GTPBP2","GTP binding protein 2"
"ENSG00000269243",-1.73605490955725,-9.34316116930021,9.42614992706253e-16,2.06236715825789e-14,NA,NA
"ENSG00000140830",-1.05094834488076,-9.34267732018938,9.45058045380788e-16,2.06531362632057e-14,"TXNL4B","thioredoxin like 4B"
"ENSG00000123505",-1.02535150648649,-9.34189661305558,9.49013322671382e-16,2.07155422624374e-14,"AMD1","adenosylmethionine decarboxylase 1"
"ENSG00000127954",-1.23134186094899,-9.33941217030335,9.61710439746122e-16,2.09684042406683e-14,"STEAP4","STEAP4 metalloreductase"
"ENSG00000143612",-1.03257397591103,-9.33831086766155,9.67392897671897e-16,2.10435882290337e-14,"LTAP1","lipid transport auxiliary protein 1"
"ENSG00000151726",-1.70020370501902,-9.33772621595143,9.70423160863138e-16,2.10851574444519e-14,"ACSL1","acyl-CoA synthetase long chain family member 1"
"ENSG00000111802",-1.19022933773473,-9.33544611629489,9.82331731959945e-16,2.13032293492383e-14,"TDP2","tyrosyl-DNA phosphodiesterase 2"
"ENSG00000109854",-1.16202113677821,-9.33473992078955,9.8604956047494e-16,2.13508064600309e-14,"HTATIP2","HIV-1 Tat interactive protein 2"
"ENSG00000286940",-1.53385001291471,-9.33279815485836,9.96344689249974e-16,2.15489566660058e-14,"MICB-DT","MICB divergent transcript"
"ENSG00000059728",-1.18970588452888,-9.32508221274827,1.03832490888026e-15,2.2431152102622e-14,"MXD1","MAX dimerization protein 1"
"ENSG00000136371",-1.5175075706792,-9.32227414044069,1.05403695437626e-15,2.27250014449192e-14,"MTHFS","methenyltetrahydrofolate synthetase"
"ENSG00000198130",-1.07923512350683,-9.32222044455809,1.05433969969526e-15,2.27250014449192e-14,"HIBCH","3-hydroxyisobutyryl-CoA hydrolase"
"ENSG00000177600",1.22053405710044,9.31979891556623,1.06808319620447e-15,2.29686658106162e-14,"RPLP2","ribosomal protein lateral stalk subunit P2"
"ENSG00000237217",-1.6001417943664,-9.31514939920136,1.09497478973878e-15,2.34933201470378e-14,NA,NA
"ENSG00000280739",-1.0772980064873,-9.31435661392465,1.09962699818504e-15,2.35662950987598e-14,"ENTPD3-AS1","ENTPD3, EIF1B and MYRIP antisense RNA 1"
"ENSG00000222047",1.79475156572029,9.31266510065273,1.1096191367245e-15,2.37534151109275e-14,"C10orf55","chromosome 10 putative open reading frame 55"
"ENSG00000115998",-1.02282240893386,-9.30928668773465,1.12984811735479e-15,2.41589998124058e-14,"C2orf42","chromosome 2 open reading frame 42"
"ENSG00000165185",-1.35442358275252,-9.30645828369931,1.14706647278527e-15,2.44439346315939e-14,"KIAA1958","KIAA1958"
"ENSG00000100938",-1.18727636664838,-9.30498168911719,1.15615923272072e-15,2.46098617242857e-14,"GMPR2","guanosine monophosphate reductase 2"
"ENSG00000000457",-1.34551291452985,-9.3038501561388,1.16317576578613e-15,2.47312698373353e-14,"SCYL3","SCY1 like pseudokinase 3"
"ENSG00000078081",-2.0820675293727,-9.30067939784415,1.18306448593523e-15,2.50974873716755e-14,"LAMP3","lysosome associated membrane protein 3"
"ENSG00000161533",-1.04703428699461,-9.29020935193157,1.25117968917031e-15,2.64828348141465e-14,"ACOX1","acyl-CoA oxidase 1"
"ENSG00000173597",-1.18952214749639,-9.28624297854844,1.2779936742322e-15,2.70200278733852e-14,"SULT1B1","sulfotransferase family 1B member 1"
"ENSG00000245060",-1.17893914376549,-9.28041303585197,1.31845002038605e-15,2.78441272242516e-14,"LINC00847","long intergenic non-protein coding RNA 847"
"ENSG00000167513",1.52252761750756,9.27745971231157,1.33942935603733e-15,2.82555097525546e-14,"CDT1","chromatin licensing and DNA replication factor 1"
"ENSG00000110934",-1.23768991406377,-9.27359600545179,1.36737936378011e-15,2.88128550949549e-14,"BIN2","bridging integrator 2"
"ENSG00000112715",1.42643204734367,9.26718771349348,1.41502545732452e-15,2.97502785324545e-14,"VEGFA","vascular endothelial growth factor A"
"ENSG00000100883",-1.00280113012623,-9.26210009516063,1.45402878279939e-15,3.05362254296264e-14,"SRP54","signal recognition particle 54"
"ENSG00000133250",1.24469033373843,9.25632889196157,1.49957250193109e-15,3.1457624489285e-14,"ZNF414","zinc finger protein 414"
"ENSG00000168300",-1.15958529492734,-9.25592912887802,1.50277944647613e-15,3.14830464779466e-14,"PCMTD1","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1"
"ENSG00000127951",-1.25822923749573,-9.25246548302628,1.53085320123385e-15,3.19360050994943e-14,"FGL2","fibrinogen like 2"
"ENSG00000250138",-1.40573750139114,-9.25122313710203,1.54104971157308e-15,3.21131575958115e-14,"LOC728488","POM121 membrane glycoprotein (rat) pseudogene"
"ENSG00000073969",-1.27621383575638,-9.24796712480902,1.56809592923736e-15,3.26406531657164e-14,"NSF","N-ethylmaleimide sensitive factor, vesicle fusing ATPase"
"ENSG00000069943",-1.19061182281326,-9.24594459427968,1.58513405880285e-15,3.28862944930927e-14,"PIGB","phosphatidylinositol glycan anchor biosynthesis class B"
"ENSG00000262370",-1.13380368891922,-9.245980763936,1.58482774386822e-15,3.28862944930927e-14,NA,NA
"ENSG00000123700",-2.02236998342164,-9.2399083291767,1.6370904420385e-15,3.38895711506827e-14,"KCNJ2","potassium inwardly rectifying channel subfamily J member 2"
"ENSG00000163235",-1.51038019771537,-9.23851249767042,1.649344707115e-15,3.40683723603424e-14,"TGFA","transforming growth factor alpha"
"ENSG00000162069",-1.75809881792509,-9.23354718532408,1.69368249199027e-15,3.48198910518554e-14,"BICDL2","BICD family like cargo adaptor 2"
"ENSG00000205808",-1.37467338911129,-9.23370274575852,1.69227553816179e-15,3.48198910518554e-14,"PLPP6","phospholipid phosphatase 6"
"ENSG00000105472",1.46578421932273,9.23172389876908,1.7102603037015e-15,3.50575447237529e-14,"CLEC11A","C-type lectin domain containing 11A"
"ENSG00000120875",1.70090210130877,9.23113886572964,1.71561380549295e-15,3.51290574650828e-14,"DUSP4","dual specificity phosphatase 4"
"ENSG00000109971",-1.09562544948573,-9.22366654343325,1.78547964123374e-15,3.64803313249037e-14,"HSPA8","heat shock protein family A (Hsp70) member 8"
"ENSG00000238113",-1.08677538257847,-9.22384723876076,1.78375712099989e-15,3.64803313249037e-14,"PTGER4P2-CDK2AP2P2","PTGER4P2-CDK2AP2P2 readthrough, transcribed pseudogene"
"ENSG00000120656",-1.41736612348774,-9.21898177100669,1.83072212332657e-15,3.73641856546326e-14,"TAF12","TATA-box binding protein associated factor 12"
"ENSG00000111321",-1.1099144948285,-9.21015476166554,1.91909764879666e-15,3.90832016303044e-14,"LTBR","lymphotoxin beta receptor"
"ENSG00000135519",1.81201028524082,9.2088439304359,1.93257962635848e-15,3.9315264580282e-14,"KCNH3","potassium voltage-gated channel subfamily H member 3"
"ENSG00000172456",-1.04006264153549,-9.20143030630862,2.01062664100546e-15,4.08148541629967e-14,"FGGY","FGGY carbohydrate kinase domain containing"
"ENSG00000110768",-1.16164048625371,-9.20071087465237,2.01836581040383e-15,4.09278526764127e-14,"GTF2H1","general transcription factor IIH subunit 1"
"ENSG00000279700",1.06012887455326,9.19848453375142,2.04250405962999e-15,4.13727865325911e-14,NA,NA
"ENSG00000204569",-1.13944257977478,-9.19124218936189,2.12303602924638e-15,4.29117518443598e-14,"PPP1R10","protein phosphatase 1 regulatory subunit 10"
"ENSG00000155099",-1.6424683453028,-9.19065798575404,2.12966853541297e-15,4.2953635835235e-14,"PIP4P2","phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2"
"ENSG00000109743",-1.17577278267618,-9.19073793013151,2.12875970195262e-15,4.2953635835235e-14,"BST1","bone marrow stromal cell antigen 1"
"ENSG00000113312",-1.05072554471085,-9.19039619493138,2.13264736744127e-15,4.2967712414822e-14,"TTC1","tetratricopeptide repeat domain 1"
"ENSG00000066136",-1.16179286981893,-9.18916511819507,2.14671120361266e-15,4.32048564675805e-14,"NFYC","nuclear transcription factor Y subunit gamma"
"ENSG00000082996",-1.38606933145608,-9.17916324478488,2.26445537608537e-15,4.54774097811259e-14,"RNF13","ring finger protein 13"
"ENSG00000198695",1.27387004015856,9.17614812124539,2.30119774222637e-15,4.61169819872983e-14,"MT-ND6","NADH dehydrogenase subunit 6"
"ENSG00000116266",-1.40358643058805,-9.17291491103822,2.34125862379967e-15,4.67705513840277e-14,"STXBP3","syntaxin binding protein 3"
"ENSG00000101596",-1.0270634904334,-9.1615182952046,2.48809578457096e-15,4.95462456551245e-14,"SMCHD1","structural maintenance of chromosomes flexible hinge domain containing 1"
"ENSG00000254449",-1.84666447524484,-9.16130100173929,2.49098290494706e-15,4.95513579338888e-14,NA,NA
"ENSG00000267102",-1.47378953757351,-9.15460022269388,2.58167353872451e-15,5.12079387566168e-14,NA,NA
"ENSG00000166128",-1.05271945474327,-9.15454638110864,2.5824154272633e-15,5.12079387566168e-14,"RAB8B","RAB8B, member RAS oncogene family"
"ENSG00000174059",1.44736809869796,9.15177634546257,2.62087227266052e-15,5.19158694767391e-14,"CD34","CD34 molecule"
"ENSG00000113552",-1.06603967469475,-9.15157040882402,2.62375402907142e-15,5.19183596634951e-14,"GNPDA1","glucosamine-6-phosphate deaminase 1"
"ENSG00000180316",-1.54156324088143,-9.14706051727928,2.68766124413974e-15,5.30714491793546e-14,"PNPLA1","patatin like domain 1, omega-hydroxyceramide transacylase"
"ENSG00000223629",1.83761573493668,9.14660654202667,2.69417965715413e-15,5.31444569439472e-14,"DEFA8P","defensin alpha 8, pseudogene"
"ENSG00000261716",-1.21779829501629,-9.14513282224663,2.71544895582056e-15,5.35079784829997e-14,"H2BC20P","H2B clustered histone 20, pseudogene"
"ENSG00000147592",-1.51902289432011,-9.14309994118496,2.74506337409424e-15,5.40350092384402e-14,"LACTB2","lactamase beta 2"
"ENSG00000166147",1.64052599102181,9.14175577284303,2.76482150574285e-15,5.43671268530103e-14,"FBN1","fibrillin 1"
"ENSG00000160973",1.87583797855748,9.13663763725057,2.84136059773808e-15,5.56977637254839e-14,"FOXH1","forkhead box H1"
"ENSG00000232586",-1.7225710982219,-9.13475061897853,2.87011005764174e-15,5.61444789884269e-14,"KIAA1614-AS1","KIAA1614 antisense RNA 1"
"ENSG00000128394",-1.05913830221335,-9.13390925486122,2.88302190273926e-15,5.63385545682596e-14,"APOBEC3F","apolipoprotein B mRNA editing enzyme catalytic subunit 3F"
"ENSG00000109099",1.71194798122741,9.13211346688981,2.91077473984504e-15,5.6821942538032e-14,"PMP22","peripheral myelin protein 22"
"ENSG00000177191",-1.27795108836496,-9.12421039908177,3.03611276579974e-15,5.92073419069726e-14,"B3GNT8","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8"
"ENSG00000225889",-1.08066999857812,-9.12152767608216,3.07987131489725e-15,5.9998568593624e-14,NA,NA
"ENSG00000185973",-1.14879603029889,-9.11748598157366,3.14698674035791e-15,6.1242702701304e-14,"TMLHE","trimethyllysine hydroxylase, epsilon"
"ENSG00000187037",-1.26656502194032,-9.11441312004625,3.19898820801876e-15,6.21904436147135e-14,"GPR141","G protein-coupled receptor 141"
"ENSG00000188761",1.3086656441587,9.10111326339276,3.43412113529259e-15,6.66240720356764e-14,"BCL2L15","BCL2 like 15"
"ENSG00000173535",-1.27197273385456,-9.0987871476265,3.47698130848204e-15,6.73861871287908e-14,"TNFRSF10C","TNF receptor superfamily member 10c"
"ENSG00000091106",-1.47579511488229,-9.0957099397014,3.53450148980001e-15,6.8430564300979e-14,"NLRC4","NLR family CARD domain containing 4"
"ENSG00000163297",-1.04669795743448,-9.09546487058698,3.53912299004354e-15,6.84496908485012e-14,"ANTXR2","ANTXR cell adhesion molecule 2"
"ENSG00000219545",-1.12746904249796,-9.0938389065069,3.56993832182663e-15,6.89748698528923e-14,"UMAD1","UBAP1-MVB12-associated (UMA) domain containing 1"
"ENSG00000106952",-1.03617292553144,-9.08822062715722,3.67849021867564e-15,7.08541909400938e-14,"TNFSF8","TNF superfamily member 8"
"ENSG00000111679",-1.00218182472584,-9.08233885821878,3.79566097826349e-15,7.30364264642774e-14,"PTPN6","protein tyrosine phosphatase non-receptor type 6"
"ENSG00000067606",-1.20705770009634,-9.07825825492751,3.87913012836271e-15,7.44903703956133e-14,"PRKCZ","protein kinase C zeta"
"ENSG00000168769",-1.03504313369825,-9.07554714888969,3.93559552833543e-15,7.54209039295857e-14,"TET2","tet methylcytosine dioxygenase 2"
"ENSG00000101421",1.28909564840865,9.07515066801896,3.94392161860411e-15,7.55036539138864e-14,"CHMP4B","charged multivesicular body protein 4B"
"ENSG00000149792",-1.16668721026054,-9.07348793333396,3.9790307237745e-15,7.6021278675927e-14,"MRPL49","mitochondrial ribosomal protein L49"
"ENSG00000137309",1.0252135938436,9.07363609156105,3.97588971486988e-15,7.6021278675927e-14,"HMGA1","high mobility group AT-hook 1"
"ENSG00000250317",-1.23082645732734,-9.05493071675124,4.39266612405092e-15,8.37540935676835e-14,"SMIM20","small integral membrane protein 20"
"ENSG00000197646",-1.71581299757601,-9.0413814776934,4.72150294851008e-15,8.94805558793088e-14,"PDCD1LG2","programmed cell death 1 ligand 2"
"ENSG00000177917",-1.45750225378846,-9.03421146689414,4.90533323132941e-15,9.26847215765129e-14,"ARL6IP6","ARF like GTPase 6 interacting protein 6"
"ENSG00000132475",-1.08082910854882,-9.03358257707962,4.9217936342752e-15,9.29025535896556e-14,"H3-3B","H3.3 histone B"
"ENSG00000151883",-1.17782158396366,-9.03324507457808,4.9306500351618e-15,9.29765619243024e-14,"PARP8","poly(ADP-ribose) polymerase family member 8"
"ENSG00000133169",1.57159311881418,9.03156395934806,4.97500141282009e-15,9.37190766147048e-14,"BEX1","brain expressed X-linked 1"
"ENSG00000280832",-1.94141615609042,-9.03052956350218,5.00248839850124e-15,9.41427337172491e-14,"GSEC","G-quadruplex forming sequence containing lncRNA"
"ENSG00000144843",-1.32646971080072,-9.02957558360687,5.02797268595243e-15,9.45278936706307e-14,"ADPRH","ADP-ribosylarginine hydrolase"
"ENSG00000171051",-1.15400211938977,-9.0260639567932,5.12290127955933e-15,9.62165646105072e-14,"FPR1","formyl peptide receptor 1"
"ENSG00000120868",-1.10766697779756,-9.02433343435697,5.17033705470596e-15,9.70107663710667e-14,"APAF1","apoptotic peptidase activating factor 1"
"ENSG00000111653",-1.10846027810942,-9.02087266526766,5.26651862200325e-15,9.87170923395991e-14,"ING4","inhibitor of growth family member 4"
