"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","17/534","82/9424",0.207317073170732,3.65871928382205,5.92616615480918,2.5716512606009e-06,7.45778865574261e-05,7.45778865574261e-05,"3312/567/3802/3133/3310/6891/3303/4800/3812/3811/4802/4801/3804/1385/6890/3304/3805",17
"Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","17/534","83/9424",0.204819277108434,3.61463832859528,5.86365388288963,3.06732464856325e-06,8.15397135743065e-05,8.15397135743065e-05,"8772/29110/4210/3627/840/3428/9447/197259/23586/25939/3665/81030/834/11277/103/11035/836",17
"Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","22/534","133/9424",0.165413533834586,2.91920813269128,5.46299759509429,4.9308704846105e-06,0.00012099597573775,0.00012099597573775,"3802/3133/355/7462/3459/3002/4277/962/2215/3812/9437/8743/5777/3811/3460/3804/117157/356/2214/3805/5551/836",22
"Cellular Processes","Cell growth and death","hsa04217","Necroptosis","25/534","168/9424",0.148809523809524,2.62618155876583,5.21226326467221,8.00091929321564e-06,0.000182306661038271,0.000182306661038271,"5610/8772/353376/5481/355/3459/3717/8837/8334/6773/197259/10379/6772/81030/7099/834/8743/3460/7132/356/6774/51510/5837/10616/11035",25
"Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","29/534","216/9424",0.134259259259259,2.36939936190873,4.98986372470081,1.2100193362113e-05,0.000257330778834269,0.000257330778834269,"3312/29110/353376/9619/355/840/3310/3717/653361/3303/805/23643/10010/5608/4615/7097/4688/3665/7099/834/8743/91860/7132/356/6774/3304/19/317/836",29
"Human Diseases","Immune disease","hsa05322","Systemic lupus erythematosus","22/534","143/9424",0.153846153846154,2.71506770383175,5.06484599976372,1.63407301875716e-05,0.000325793308114709,0.000325793308114709,"3021/8344/714/8334/8349/8347/2215/6737/2212/8353/121504/2209/8343/8348/717/8370/440689/8365/2214/3017/554313/727",22
"Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","15/534","78/9424",0.192307692307692,3.39383462978969,5.20286912818909,2.58476524238037e-05,0.000485023595481964,0.000485023595481964,"3459/3717/653361/4615/7097/2215/6772/4688/7099/2212/5777/2209/3460/1378/2214",15
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease","30/534","239/9424",0.125523012552301,2.21522260354473,4.66368868945144,3.22330062932704e-05,0.000571240500419625,0.000571240500419625,"5610/29110/719/3627/51284/4940/714/6773/10379/4939/9636/4615/7097/23586/6772/4938/100526842/7099/2212/4600/834/51311/717/7132/6868/64135/103/6774/4599/727",30
"Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","18/534","112/9424",0.160714285714286,2.83627608346709,4.79115089608422,5.28663736334525e-05,0.000887598588898492,0.000887598588898492,"3312/240/3459/3310/3717/3303/3588/23643/5608/4615/7097/6772/7099/3460/7132/6774/3304/836",18
"Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","17/534","109/9424",0.155963302752294,2.75243102085696,4.51000574637333,0.000124448370843762,0.001984951514958,0.001984951514958,"8772/29110/353376/3627/51284/7096/6773/10379/23643/5608/4615/7097/6772/3665/7099/7100/51311",17
"Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","20/534","142/9424",0.140845070422535,2.48562536266287,4.37166665279018,0.000139799269628329,0.00208650405481074,0.00208650405481074,"2213/3459/653361/6773/23547/10379/353514/5608/79168/2215/6772/4688/2212/2209/3460/695/11027/1385/7132/2214",20
"Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","16/534","100/9424",0.16,2.82367041198502,4.49323944867904,0.000143896831366258,0.00208650405481074,0.00208650405481074,"8794/8809/3627/4055/3561/8807/3588/1230/1232/1524/3577/3579/8743/7132/729230/8740",16
"Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","13/534","72/9424",0.180555555555556,3.18643362463587,4.56419972396367,0.000173734650445698,0.00240962406487729,0.00240962406487729,"8772/29110/3627/10010/9636/64343/23586/3665/843/64135/103/79132/7706",13
"Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","26/534","214/9424",0.121495327102804,2.14414225209143,4.14926754579663,0.000183950864475623,0.00244501357365516,0.00244501357365516,"8772/29110/85363/567/3133/355/6891/805/200315/100913187/200316/5608/4615/7097/25939/60489/7099/684/578/91860/7132/6890/9582/356/10053/836",26
"Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","24/534","196/9424",0.122448979591837,2.16097225407017,4.02541283545244,0.000286710050753402,0.00365842024761341,0.00365842024761341,"5610/8772/29110/3133/355/3459/3717/805/6773/10379/3055/1230/4277/5608/1232/6772/3665/578/91860/1385/7132/6774/9976/836",24
"Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","21/534","163/9424",0.128834355828221,2.27366099124561,4.02006478014088,0.000340068756632745,0.00417238205253252,0.00417238205253252,"8772/29110/353376/355/3717/6773/5608/4615/7097/23586/6772/3665/7099/843/8900/1385/64135/356/6774/317/836",21
"Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","13/534","78/9424",0.166666666666667,2.94132334581773,4.21936050974214,0.000395562480953943,0.00467349746015955,0.00467349746015955,"353376/840/805/714/23643/4615/7099/834/91860/710/717/836/727",13
"Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","14/534","90/9424",0.155555555555556,2.74523512276321,4.07714018931648,0.000497504701479269,0.0056679999918531,0.0056679999918531,"29126/353376/3459/5728/3717/5608/4615/7097/116071/6772/7099/5777/3460/6774",14
"Genetic Information Processing","Information processing in viruses","hsa03250","Viral life cycle - HIV-1","12/534","73/9424",0.164383561643836,2.90103124519009,3.99609680210325,0.000745866429325589,0.00812553263990355,0.00812553263990355,"85363/7514/200315/100913187/200316/7251/25939/60489/684/4600/9582/4599",12
"Cellular Processes","Cell growth and death","hsa04210","Apoptosis","18/534","138/9424",0.130434782608696,2.3019052271617,3.77588638290236,0.00076415667459908,0.00812553263990355,0.00812553263990355,"8772/355/840/143/3002/8837/1616/4001/5414/578/8743/843/7132/356/1439/317/5551/836",18
"Human Diseases","Immune disease","hsa05332","Graft-versus-host disease","9/534","45/9424",0.2,3.52958801498127,4.16861826887107,0.000797245022537579,0.00820390845772541,0.00820390845772541,"3802/3133/355/3002/3812/3811/3804/356/5551",9
"Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","11/534","66/9424",0.166666666666667,2.94132334581773,3.87875785600553,0.00109096979479978,0.0108756051419103,0.0108756051419103,"8809/3459/3561/8807/7097/6772/7099/7100/3460/6774/64127",11
"Cellular Processes","Cell growth and death","hsa04215","Apoptosis - multiple species","7/534","32/9424",0.21875,3.86048689138577,3.97237511590734,0.00175470728970209,0.0169621704671202,0.0169621704671202,"8772/840/5414/578/7132/317/836",7
"Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","15/534","119/9424",0.126050420168067,2.22453026154282,3.29457317319753,0.00287335394706254,0.0266577400649375,0.0266577400649375,"8772/8809/3627/355/840/8837/197259/5608/843/1385/7132/6868/64127/11035/836",15
"Genetic Information Processing","Transcription","hsa03022","Basal transcription factors","8/534","44/9424",0.181818181818182,3.2087163772557,3.59897818366965,0.00292483041464832,0.0266577400649375,0.0266577400649375,"6883/9519/2960/2959/728340/2966/2965/6879",8
"Metabolism","Glycan biosynthesis and metabolism","hsa00512","Mucin type O-glycan biosynthesis","7/534","36/9424",0.194444444444444,3.43154390345402,3.58229353275339,0.00357616826432815,0.0316888243422411,0.0316888243422411,"79623/51809/8693/2591/29071/10610/56913",7
"Human Diseases","Infectious disease: bacterial","hsa05150","Staphylococcus aureus infection","13/534","99/9424",0.131313131313131,2.31740627246245,3.22944020347786,0.0037476912471342,0.0323111758874543,0.0323111758874543,"719/2213/714/2215/2358/2212/2209/717/25984/2214/6404/727/2357",13
"Cellular Processes","Transport and catabolism","hsa04144","Endocytosis","25/534","250/9424",0.1,1.76479400749064,3.00365090775334,0.00399255175484711,0.033516421310427,0.033516421310427,"3312/51019/10092/3133/5590/3310/4218/3561/3303/58533/5371/23111/7251/23325/51100/3577/3579/10254/10890/51534/51510/3304/829/6643/830",25
"Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","28/534","298/9424",0.0939597315436242,1.65819571173617,2.82967978253791,0.00572481041920236,0.0468260134288603,0.0468260134288603,"8794/8809/943/3627/4055/355/3459/3561/10673/8807/3588/1230/7850/944/1232/1524/3577/3603/246778/3579/8743/3460/7132/729230/356/8740/1439/3557",28
