"Gene","logFC","t_statistic","P.Value","FDR","SYMBOL","GENENAME"
"ENSG00000161905",2.55566433136619,10.8492586332163,2.87181859755398e-19,2.77432403798574e-17,"ALOX15","arachidonate 15-lipoxygenase"
"ENSG00000158793",-0.771428356953475,-10.8335032952108,3.125950300755e-19,3.00442100845014e-17,"NIT1","nitrilase 1"
"ENSG00000173198",-1.38141828152832,-10.8245028425547,3.28110125614948e-19,3.13753225702254e-17,"CYSLTR1","cysteinyl leukotriene receptor 1"
"ENSG00000135407",-1.32993748395022,-10.8131791507469,3.48729150581737e-19,3.31785845386806e-17,"AVIL","advillin"
"ENSG00000272419",-0.882518079728292,-10.801658197863,3.71038332424195e-19,3.51237191266683e-17,NA,NA
"ENSG00000255328",-1.64974990111577,-10.7618911733408,4.59601234527559e-19,4.32898402801508e-17,NA,NA
"ENSG00000173193",-1.23968856590706,-10.7561215407428,4.74099432933795e-19,4.44332592915763e-17,"PARP14","poly(ADP-ribose) polymerase family member 14"
"ENSG00000179933",-1.20989233706155,-10.7533493344988,4.812274163674e-19,4.48780300471737e-17,"C14orf119","chromosome 14 open reading frame 119"
"ENSG00000163464",-1.38124179921478,-10.6787033556654,7.1923830434411e-19,6.67438974247997e-17,"CXCR1","C-X-C motif chemokine receptor 1"
"ENSG00000100596",-1.08472105869076,-10.6757706893303,7.30684436403601e-19,6.74736932008384e-17,"SPTLC2","serine palmitoyltransferase long chain base subunit 2"
"ENSG00000174007",-1.45481939996971,-10.6743430393437,7.36322285300676e-19,6.76626302950933e-17,"CEP19","centrosomal protein 19"
"ENSG00000169871",-0.78815288663214,-10.6708670043451,7.50231914571533e-19,6.86061592558182e-17,"TRIM56","tripartite motif containing 56"
"ENSG00000187764",-0.693438865182212,-10.6682096161788,7.61042676654118e-19,6.92585601101946e-17,"SEMA4D","semaphorin 4D"
"ENSG00000182919",-0.870676198190186,-10.6668349662145,7.66696026476099e-19,6.94375949363306e-17,"BKGD","beta-keto-L-gulonate decarboxylase"
"ENSG00000187257",-0.823114133554083,-10.6644896063742,7.76438637378357e-19,6.99834978513564e-17,"RSBN1L","round spermatid basic protein 1 like"
"ENSG00000272189",-1.55342801740611,-10.6569714948885,8.08511366819443e-19,7.25273196578318e-17,"MAP7-AS1","MAP7 antisense RNA 1"
"ENSG00000080802",-0.777193735993186,-10.6440108235573,8.66944792744813e-19,7.74005023968094e-17,"CNOT4","CCR4-NOT transcription complex subunit 4"
"ENSG00000180871",-1.55753564715831,-10.6420086878275,8.76340706578602e-19,7.78703124081496e-17,"CXCR2","C-X-C motif chemokine receptor 2"
"ENSG00000165118",-1.35224013026036,-10.6311052367188,9.29326775907799e-19,8.21908817115076e-17,"QNG1","Q-nucleotide N-glycosylase 1"
"ENSG00000103355",2.33318645369175,10.6171001776138,1.00211336698091e-18,8.82140729307775e-17,"PRSS33","serine protease 33"
"ENSG00000128335",-1.22189966325214,-10.6107496575427,1.03697099182023e-18,9.08579513670207e-17,"APOL2","apolipoprotein L2"
"ENSG00000281162",-1.60365355044934,-10.5985010705814,1.10766485798578e-18,9.66027342348896e-17,NA,NA
"ENSG00000125449",-0.814559135474,-10.5929433593262,1.14131227021732e-18,9.90785278633823e-17,"ARMC7","armadillo repeat containing 7"
"ENSG00000102524",-1.47237077696384,-10.5777112693316,1.23886330239421e-18,1.07053701332578e-16,"TNFSF13B","TNF superfamily member 13b"
"ENSG00000013374",-1.07246776099523,-10.5613921184061,1.35264774274675e-18,1.16352411771065e-16,"NUB1","negative regulator of ubiquitin like proteins 1"
"ENSG00000206344",-1.02139690943148,-10.5551605196141,1.39880449166839e-18,1.19775813700223e-16,"HCG27","HLA complex group 27"
"ENSG00000120690",-1.23303913665425,-10.5477507473685,1.45574225768268e-18,1.2408720656211e-16,"ELF1","E74 like ETS transcription factor 1"
"ENSG00000128383",-1.2187249450245,-10.5262617311689,1.63431600940044e-18,1.38681283716602e-16,"APOBEC3A","apolipoprotein B mRNA editing enzyme catalytic subunit 3A"
"ENSG00000139289",1.42609515869631,10.5017281970611,1.86512288352025e-18,1.57556882868854e-16,"PHLDA1","pleckstrin homology like domain family A member 1"
"ENSG00000228830",1.87656362398787,10.4943880287762,1.94031564598908e-18,1.63177080978314e-16,NA,NA
"ENSG00000141258",0.646480826458113,10.4860003523267,2.02995733035834e-18,1.6995704973018e-16,"SGSM2","small G protein signaling modulator 2"
"ENSG00000160710",-0.824451206374397,-10.4754619964134,2.14847725238051e-18,1.79084134868779e-16,"ADAR","adenosine deaminase RNA specific"
"ENSG00000205903",1.10464178087218,10.4629718397428,2.29794069595852e-18,1.89862310659941e-16,"ZNF316","zinc finger protein 316"
"ENSG00000132196",-0.912927444603949,-10.4637779175248,2.28798839650068e-18,1.89862310659941e-16,"HSD17B7","hydroxysteroid 17-beta dehydrogenase 7"
"ENSG00000163166",-0.725355813987482,-10.4617820589503,2.3127095688561e-18,1.90248134751577e-16,"IWS1","interacts with SUPT6H, CTD assembly factor 1"
"ENSG00000204261",-0.745943964636764,-10.4403341419731,2.59583125764425e-18,2.12609866223924e-16,"PSMB8-AS1","PSMB8 antisense RNA 1"
"ENSG00000279727",-1.64007786414317,-10.4282385653086,2.77052076035455e-18,2.25935368327095e-16,"LINC02033","long intergenic non-protein coding RNA 2033"
"ENSG00000164808",-0.657194189033667,-10.4143552566484,2.98556570896305e-18,2.42422788040715e-16,"SPIDR","scaffold protein involved in DNA repair"
"ENSG00000241878",-0.880623392233761,-10.4062595903873,3.11858569319188e-18,2.52136984070166e-16,"PISD","phosphatidylserine decarboxylase"
"ENSG00000134326",-2.0235011620327,-10.4033568563547,3.16771030401924e-18,2.55014216697071e-16,"CMPK2","cytidine/uridine monophosphate kinase 2"
"ENSG00000257878",-2.12008467959816,-10.4011354198482,3.20582691077389e-18,2.56984541894292e-16,NA,NA
"ENSG00000177294",-1.94389837987696,-10.3983321539682,3.25458201749292e-18,2.59787356125134e-16,"FBXO39","F-box protein 39"
"ENSG00000263069",-1.002817922323,-10.391177376774,3.38240697470898e-18,2.68851403331509e-16,"RNF213-AS1","RNF213 antisense RNA 1"
"ENSG00000111913",-1.05049042962947,-10.3817533056008,3.55846598271776e-18,2.81657067993434e-16,"RIPOR2","RHO family interacting cell polarization regulator 2"
"ENSG00000239653",-1.4844207353871,-10.3781215301157,3.62873450880974e-18,2.86017157644175e-16,"PSMD6-AS2","PSMD6 antisense RNA 2"
"ENSG00000213172",-1.605641018776,-10.3617340940323,3.96345928823706e-18,3.11098525299208e-16,NA,NA
"ENSG00000188997",-1.13842862146733,-10.3531905008177,4.15003572272772e-18,3.24391588982344e-16,"KCTD21","potassium channel tetramerization domain containing 21"
"ENSG00000187741",-0.766850575147714,-10.3485742711065,4.25447374358382e-18,3.31180894138975e-16,"FANCA","FA complementation group A"
"ENSG00000255221",-1.75276745032727,-10.3395421590204,4.46647815114195e-18,3.46253149840379e-16,NA,NA
"ENSG00000173801",-1.48060085855681,-10.3329293817672,4.6283627909902e-18,3.57332369904399e-16,"JUP","junction plakoglobin"
"ENSG00000163666",-1.82568110619015,-10.3301750045381,4.69750997631484e-18,3.61190583403343e-16,"HESX1","HESX homeobox 1"
"ENSG00000009844",-1.13985680000335,-10.311131837951,5.20467868476205e-18,3.98559906762388e-16,"VTA1","vesicle trafficking 1"
"ENSG00000213928",-1.17091530310576,-10.3057788965143,5.35685359336932e-18,4.08552259076483e-16,"IRF9","interferon regulatory factor 9"
"ENSG00000117228",-1.58293673258814,-10.2947371372513,5.68494725519402e-18,4.31826759650585e-16,"GBP1","guanylate binding protein 1"
"ENSG00000233030",-1.69801524078035,-10.2812235982192,6.11394667441944e-18,4.62548303022945e-16,"LOC124904411","uncharacterized LOC124904411"
"ENSG00000196371",0.976122821584035,10.2479407575204,7.31365789432335e-18,5.51098749653053e-16,"FUT4","fucosyltransferase 4"
"ENSG00000260378",-1.50205788847724,-10.2383429962924,7.70144999582504e-18,5.7800762956714e-16,"LOC105371090","uncharacterized LOC105371090"
"ENSG00000010030",-1.87801609285853,-10.2297653351181,8.0653852977296e-18,6.029195565025e-16,"ETV7","ETS variant transcription factor 7"
"ENSG00000168961",-0.838758812115404,-10.2183661088322,8.57577282301276e-18,6.38539163794128e-16,"LGALS9","galectin 9"
"ENSG00000178685",-1.32667557850324,-10.2103883072251,8.95205296633949e-18,6.6393218023584e-16,"PARP10","poly(ADP-ribose) polymerase family member 10"
"ENSG00000075292",-0.788136457207614,-10.2083915225264,9.04878737514673e-18,6.68474731658879e-16,"ZNF638","zinc finger protein 638"
"ENSG00000214975",-1.74939997972025,-10.2020603153572,9.36246548222109e-18,6.88945799820628e-16,NA,NA
"ENSG00000253214",-1.26303505866448,-10.2009095558947,9.42063594224759e-18,6.9052894894965e-16,"LOC105375924","uncharacterized LOC105375924"
"ENSG00000105483",-0.971652659424147,-10.1955203509617,9.69790225671462e-18,7.08097219813915e-16,"CARD8","caspase recruitment domain family member 8"
"ENSG00000267607",1.80216624734328,10.1878142121991,1.0108600367218e-17,7.32406975837122e-16,"ICAM4-AS1","ICAM4 antisense RNA 1"
"ENSG00000137309",0.972993806834498,10.1884335103085,1.00749621313459e-17,7.32406975837122e-16,"HMGA1","high mobility group AT-hook 1"
"ENSG00000229474",-0.714250868063858,-10.1809462782058,1.04892540743419e-17,7.57074974147331e-16,"PATL2","PAT1 homolog 2"
"ENSG00000163563",-1.36231456798067,-10.1724769993465,1.09784451473975e-17,7.89358586590361e-16,"MNDA","myeloid cell nuclear differentiation antigen"
"ENSG00000008869",-0.679817014486003,-10.1669197733145,1.13117583225568e-17,8.10231571408081e-16,"HEATR5B","HEAT repeat containing 5B"
"ENSG00000120280",-1.26841923771603,-10.1598708651008,1.17491296115674e-17,8.38371604631467e-16,"TASL","TLR adaptor interacting with endolysosomal SLC15A4"
"ENSG00000179833",0.917438054170579,10.1569680986247,1.19341170869312e-17,8.4835810446645e-16,"SERTAD2","SERTA domain containing 2"
"ENSG00000168310",-1.27973790143053,-10.1381066210904,1.32091073077736e-17,9.35463020540749e-16,"IRF2","interferon regulatory factor 2"
"ENSG00000168040",-1.48391062873156,-10.1334648592844,1.35432161734042e-17,9.5553223323816e-16,"FADD","Fas associated via death domain"
"ENSG00000183474",-1.11338223218239,-10.1324409408455,1.36180462755235e-17,9.57226700516087e-16,"GTF2H2C","GTF2H2 family member C"
"ENSG00000198604",-0.893192361911267,-10.1210250655861,1.44808559002743e-17,1.01409057044374e-15,"BAZ1A","bromodomain adjacent to zinc finger domain 1A"
"ENSG00000152558",-1.21447622342529,-10.1119842684924,1.5202753136823e-17,1.06070171700545e-15,"TMEM123","transmembrane protein 123"
"ENSG00000140691",1.09306455674837,10.1075533571933,1.55695791602444e-17,1.08228683476267e-15,"ARMC5","armadillo repeat containing 5"
"ENSG00000067182",-1.08393497967328,-10.1065991490424,1.56497263782544e-17,1.0838586232116e-15,"TNFRSF1A","TNF receptor superfamily member 1A"
"ENSG00000171681",-0.706337248497644,-10.1039754152158,1.58722345815005e-17,1.09524232617695e-15,"ATF7IP","activating transcription factor 7 interacting protein"
"ENSG00000168062",-1.55637132357347,-10.0956963056158,1.65952917110473e-17,1.14095658851354e-15,"BATF2","basic leucine zipper ATF-like transcription factor 2"
"ENSG00000156587",-1.39000241068479,-10.089628781527,1.71460168528567e-17,1.17453332899678e-15,"UBE2L6","ubiquitin conjugating enzyme E2 L6"
"ENSG00000079950",-0.839813548036836,-10.0812227095608,1.79393082465421e-17,1.22442278532015e-15,"STX7","syntaxin 7"
"ENSG00000183621",-1.13106130311207,-10.0588831268432,2.02303503708699e-17,1.37580989273086e-15,"ZNF438","zinc finger protein 438"
"ENSG00000196954",-1.31067854905684,-10.054773173574,2.068264296635e-17,1.4015094539572e-15,"CASP4","caspase 4"
"ENSG00000168394",-1.15662526606886,-10.0504206529906,2.1172650601261e-17,1.42957129758621e-15,"TAP1","transporter 1, ATP binding cassette subfamily B member"
"ENSG00000068394",-0.81610748024687,-10.0432095619581,2.20101378294841e-17,1.48081063011365e-15,"GPKOW","G-patch domain and KOW motifs"
"ENSG00000100083",0.613249065331892,10.0383148237324,2.25973869688098e-17,1.51490952212967e-15,"GGA1","golgi associated, gamma adaptin ear containing, ARF binding protein 1"
"ENSG00000166523",-1.20369517504805,-10.0298862641872,2.36455327246645e-17,1.57955512577032e-15,"CLEC4E","C-type lectin domain family 4 member E"
"ENSG00000163512",-0.97709583823243,-10.0286374129206,2.38049141595375e-17,1.58458294324158e-15,"AZI2","5-azacytidine induced 2"
"ENSG00000133884",-0.797519760336575,-10.0278036653952,2.39119161305557e-17,1.58610097206834e-15,"DPF2","double PHD fingers 2"
"ENSG00000163823",-1.55142318082384,-10.0204776157852,2.48730372087184e-17,1.63851658497353e-15,"CCR1","C-C motif chemokine receptor 1"
"ENSG00000166801",-0.746508000123049,-10.0204548156656,2.48760878703912e-17,1.63851658497353e-15,"FAM111A","FAM111 trypsin like peptidase A"
"ENSG00000182179",-0.76301411923362,-10.0195801752455,2.49933976540131e-17,1.64050740420313e-15,"UBA7","ubiquitin like modifier activating enzyme 7"
"ENSG00000148634",-0.779747519125419,-10.0071216718357,2.67256512863268e-17,1.74811742684662e-15,"HERC4","HECT and RLD domain containing E3 ubiquitin protein ligase 4"
"ENSG00000230825",-1.50142043131981,-9.98601235020438,2.99388928682622e-17,1.94478918569767e-15,"LINC03016","long intergenic non-protein coding RNA 3016"
"ENSG00000118960",-0.694157993003235,-9.9862047772082,2.99079251363429e-17,1.94478918569767e-15,"HS1BP3","HCLS1 binding protein 3"
"ENSG00000124356",-0.599993927725287,-9.98104955757541,3.07487295202239e-17,1.99053115705147e-15,"STAMBP","STAM binding protein"
"ENSG00000165732",0.818796104584525,9.97896280180181,3.10957519581026e-17,2.00610197050253e-15,"DDX21","DExD-box helicase 21"
"ENSG00000113369",-1.58858490855745,-9.97503760071921,3.17591406044204e-17,2.03496153301385e-15,"ARRDC3","arrestin domain containing 3"
"ENSG00000163219",-1.01259403711774,-9.97566502499392,3.16521594660148e-17,2.03496153301385e-15,"ARHGAP25","Rho GTPase activating protein 25"
"ENSG00000124226",-0.815770191327856,-9.95143788192713,3.60565639906696e-17,2.30248661849571e-15,"RNF114","ring finger protein 114"
"ENSG00000090924",1.0243316807086,9.94512942848505,3.73006323630741e-17,2.37388281234996e-15,"PLEKHG2","pleckstrin homology and RhoGEF domain containing G2"
"ENSG00000167851",-1.1978682245109,-9.94185009348691,3.79641858911026e-17,2.40797755493802e-15,"CD300A","CD300a molecule"
"ENSG00000260078",-1.23351104779289,-9.93180847670316,4.00702849591262e-17,2.53303365120812e-15,NA,NA
"ENSG00000070190",-1.34932589531945,-9.92694010184268,4.11329822556432e-17,2.59151545060805e-15,"DAPP1","dual adaptor of phosphotyrosine and 3-phosphoinositides 1"
"ENSG00000104325",-0.882392175303178,-9.91692550664931,4.34083785990532e-17,2.72575678682988e-15,"DECR1","2,4-dienoyl-CoA reductase 1"
"ENSG00000123610",-1.93769423219843,-9.90434979785272,4.64445882926991e-17,2.90672144271716e-15,"TNFAIP6","TNF alpha induced protein 6"
"ENSG00000100815",-0.743861097698657,-9.89098144963172,4.99051111231086e-17,3.11295524283815e-15,"TRIP11","thyroid hormone receptor interactor 11"
"ENSG00000169220",-1.05257642387299,-9.87015809912941,5.58154784636302e-17,3.47013855873883e-15,"RGS14","regulator of G protein signaling 14"
"ENSG00000188938",-0.538384747694315,-9.85866709596591,5.9371284117265e-17,3.67906661250342e-15,"FAM120AOS","family with sequence similarity 120 member A opposite strand"
"ENSG00000244045",-0.770936729595447,-9.8499408370392,6.22219520474823e-17,3.84307256613269e-15,"VMA12","vacuolar ATPase assembly factor VMA12"
"ENSG00000167378",0.852186660805752,9.84780275017325,6.29410210260479e-17,3.87478089571468e-15,"IRGQ","immunity related GTPase Q"
"ENSG00000137500",-0.948462456610925,-9.84543477663895,6.37470949643535e-17,3.91162141673775e-15,"CCDC90B","coiled-coil domain containing 90B"
"ENSG00000090989",-0.802977589155357,-9.8401406403922,6.55867466176421e-17,4.01143874280241e-15,"EXOC1","exocyst complex component 1"
"ENSG00000035720",-1.41418281973273,-9.83539730777604,6.72799931388329e-17,4.1016845008069e-15,"STAP1","signal transducing adaptor family member 1"
"ENSG00000167208",-1.10051532599101,-9.83400470621978,6.77853570049429e-17,4.11916308148102e-15,"SNX20","sorting nexin 20"
"ENSG00000008130",-0.980017138722579,-9.82934326657689,6.95047036634095e-17,4.2100630469817e-15,"NADK","NAD kinase"
"ENSG00000227268",-1.24643119221542,-9.81390164485134,7.55175095217762e-17,4.55961168067699e-15,"KLLN","killin, p53 regulated DNA replication inhibitor"
"ENSG00000260228",-1.59696861468842,-9.8102623327609,7.70086600700083e-17,4.62002910318094e-15,"CDH13-AS2","CDH13 antisense RNA 2"
"ENSG00000172775",-0.578697350751963,-9.81066402600432,7.68426392541464e-17,4.62002910318094e-15,"PSME3IP1","proteasome activator subunit 3 interacting protein 1"
"ENSG00000152684",-0.936990438227402,-9.80752238370362,7.81506836496456e-17,4.67365897965722e-15,"PELO","pelota mRNA surveillance and ribosome rescue factor"
"ENSG00000163472",-0.806587733976989,-9.773313694021,9.39167559635564e-17,5.59874635709328e-15,"TMEM79","transmembrane protein 79"
"ENSG00000107796",-1.1954899902107,-9.76629063957792,9.75272152894022e-17,5.77741409315018e-15,"ACTA2","actin alpha 2, smooth muscle"
"ENSG00000115421",-0.930491021050153,-9.76682583743688,9.72472640555048e-17,5.77741409315018e-15,"PAPOLG","poly(A) polymerase gamma"
"ENSG00000173221",-1.03810478026297,-9.76485033758759,9.82846122122649e-17,5.80402985847852e-15,"GLRX","glutaredoxin"
"ENSG00000196235",0.479244856386365,9.75914542444422,1.01342751745562e-16,5.96592111682157e-15,"SUPT5H","SPT5 homolog, DSIF elongation factor subunit"
"ENSG00000144843",-1.13918525892907,-9.75454908875072,1.03875616779388e-16,6.09597778470437e-15,"ADPRH","ADP-ribosylarginine hydrolase"
"ENSG00000225964",-1.62872459309768,-9.75377849534495,1.04306406792254e-16,6.10224873028719e-15,NA,NA
"ENSG00000280248",-1.24592009760822,-9.74971485385219,1.06607817611036e-16,6.21757915837989e-15,NA,NA
"ENSG00000110852",-1.09768549518677,-9.74412916888952,1.09854205929776e-16,6.3871405287195e-15,"CLEC2B","C-type lectin domain family 2 member B"
"ENSG00000112715",1.16540166866318,9.74318316962942,1.10413713044803e-16,6.39991854257844e-15,"VEGFA","vascular endothelial growth factor A"
"ENSG00000106733",-0.795271255507144,-9.74206802122923,1.11076918277175e-16,6.41861038805344e-15,"NMRK1","nicotinamide riboside kinase 1"
"ENSG00000120949",-1.10933360390383,-9.73876831997541,1.13062720912353e-16,6.51338084570921e-15,"TNFRSF8","TNF receptor superfamily member 8"
