"Gene","logFC","t_statistic","P.Value","FDR","SYMBOL","GENENAME"
"ENSG00000115204",-0.0504170033967347,-0.707502441854413,0.480698170837944,0.547881905992569,"MPV17","mitochondrial inner membrane protein MPV17"
"ENSG00000251369",0.100837374689264,0.706972654342736,0.481026086771079,0.548222483065738,"ZNF550","zinc finger protein 550"
"ENSG00000070759",-0.0857898443140187,-0.706679247714881,0.481207746081457,0.54839634123911,"TESK2","testis associated actin remodelling kinase 2"
"ENSG00000100522",-0.103834527614072,-0.706240823419072,0.481479261902387,0.548672574902738,"GNPNAT1","glucosamine-phosphate N-acetyltransferase 1"
"ENSG00000174348",-0.134225720896124,-0.705945900841421,0.481661954736136,0.548816322079126,"PODN","podocan"
"ENSG00000112237",0.0698763853722173,0.70589610434501,0.481692805460042,0.548816322079126,"CCNC","cyclin C"
"ENSG00000100307",0.0463724049544175,0.705934553635075,0.481668984643532,0.548816322079126,"CBX7","chromobox 7"
"ENSG00000170382",-0.105598286406661,-0.70576853220911,0.481771845964653,0.548873180180352,"LRRN2","leucine rich repeat neuronal 2"
"ENSG00000156876",0.0603708679352068,0.705231948355721,0.4821043781543,0.54921881202653,"SASS6","SAS-6 centriolar assembly protein"
"ENSG00000213058",0.107847301310608,0.704687159505068,0.482442124477623,0.549570341713095,NA,NA
"ENSG00000104043",0.080717223702867,0.704638954452727,0.482472015869333,0.549571159447726,"ATP8B4","ATPase phospholipid transporting 8B4 (putative)"
"ENSG00000119231",-0.0615513362679167,-0.704434169139342,0.482599012226026,0.549682580102418,"SENP5","SUMO specific peptidase 5"
"ENSG00000088356",0.0559952643370592,0.704259393526407,0.482707412805759,0.549772807886027,"PDRG1","p53 and DNA damage regulated 1"
"ENSG00000116678",-0.0895993250460916,-0.704204727520026,0.482741320898549,0.549778187720625,"LEPR","leptin receptor"
"ENSG00000273382",-0.100963598426792,-0.704034493188843,0.48284692181925,0.549865210568918,NA,NA
"ENSG00000105371",0.125537385229951,0.703830160841268,0.482973691441259,0.549976328318348,"ICAM4","intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)"
"ENSG00000167632",-0.0576371659362392,-0.703531742416776,0.48315886581195,0.550153935817548,"TRAPPC9","trafficking protein particle complex subunit 9"
"ENSG00000253133",0.116501925098747,0.701158037666892,0.484633185327005,0.551799331833794,NA,NA
"ENSG00000146729",0.0611960417678083,0.700962901165009,0.484754495336876,0.551837393229156,"NIPSNAP2","nipsnap homolog 2"
"ENSG00000162419",-0.0475280332469489,-0.700998362954128,0.484732448657799,0.551837393229156,"GMEB1","glucocorticoid modulatory element binding protein 1"
"ENSG00000143420",-0.0362849514160331,-0.70102423500844,0.484716364287091,0.551837393229156,"ENSA","endosulfine alpha"
"ENSG00000287032",0.104875392689999,0.700812540486636,0.484847981045133,0.551910463890761,NA,NA
"ENSG00000167720",0.116212651258825,0.699600231736697,0.485602087028431,0.552735475253268,"SRR","serine racemase"
"ENSG00000163617",-0.0743948432161655,-0.699384621110635,0.485736273053723,0.552854807068216,"CCDC191","coiled-coil domain containing 191"
"ENSG00000007350",-0.106581998657989,-0.699230922053571,0.485831940607675,0.552930286199092,"TKTL1","transketolase like 1"
"ENSG00000181104",-0.0981611946419157,-0.698694211311097,0.486166088737773,0.553277156989196,"F2R","coagulation factor II thrombin receptor"
"ENSG00000256667",-0.115654741832596,-0.6984797371306,0.486299652381506,0.5533957262029,NA,NA
"ENSG00000011405",0.0647659624243622,0.698344084144501,0.486384140559343,0.553458437925515,"PIK3C2A","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha"
"ENSG00000237649",0.108372489867024,0.69773639641943,0.486762722814992,0.553855772673884,"KIFC1","kinesin family member C1"
"ENSG00000204472",-0.0814103025328668,-0.696830528910588,0.487327366914132,0.55446475435939,"AIF1","allograft inflammatory factor 1"
"ENSG00000100147",0.0852060183332373,0.696695327420487,0.48741167124328,0.554527180992928,"CCDC134","coiled-coil domain containing 134"
"ENSG00000286067",-0.0520898742851848,-0.696322607790327,0.487644120329923,0.554758133871315,NA,NA
"ENSG00000162413",0.061478589952456,0.695387900108199,0.488227323561259,0.555388062877235,"KLHL21","kelch like family member 21"
"ENSG00000261546",-0.104048236640056,-0.695093377658489,0.488411167373199,0.555557817157087,NA,NA
"ENSG00000129347",0.0476649631311648,0.695054348098502,0.488435532846145,0.555557817157087,"KRI1","KRI1 homolog"
"ENSG00000144231",0.0550602449060075,0.694963981742043,0.488491949533243,0.555588440820336,"POLR2D","RNA polymerase II subunit D"
"ENSG00000114423",0.072119120193643,0.694840054336085,0.488569324531388,0.555642896372995,"CBLB","Cbl proto-oncogene B"
"ENSG00000090382",-0.098774542506822,-0.694471522637987,0.488799459583892,0.555871066685262,"LYZ","lysozyme"
"ENSG00000165322",-0.078516001143625,-0.694335248578354,0.488884572916483,0.555934298237397,"ARHGAP12","Rho GTPase activating protein 12"
"ENSG00000184923",0.128156121546038,0.694204220454651,0.48896641739919,0.555993805213131,"NUTM2A","NUT family member 2A"
"ENSG00000163221",-0.0984649402268394,-0.69387708152723,0.489170791794264,0.55619262287665,"S100A12","S100 calcium binding protein A12"
"ENSG00000243147",-0.0742624507901591,-0.693820511963483,0.489206137379084,0.556199240506198,"MRPL33","mitochondrial ribosomal protein L33"
"ENSG00000184208",0.0679443091484699,0.693653976696829,0.489310199416103,0.556276622241301,NA,NA
"ENSG00000143952",-0.0564866032783681,-0.693617078197703,0.489333257626107,0.556276622241301,"VPS54","VPS54 subunit of GARP complex"
"ENSG00000247137",-0.0763674550046344,-0.693364993490327,0.48949080352711,0.556422143183906,"ANKRD42-DT","ANKRD42 divergent transcript"
"ENSG00000108395",-0.0623723326365889,-0.692868630701722,0.489801097265241,0.556741270155229,"TRIM37","tripartite motif containing 37"
"ENSG00000160221",-0.0695899038297534,-0.692746310945199,0.489877580090895,0.556794609252581,"GATD3","glutamine amidotransferase class 1 domain containing 3"
"ENSG00000245261",0.134588455522433,0.692616979778146,0.489958454019512,0.556852932538134,NA,NA
"ENSG00000167196",0.0564659499725859,0.692506368357039,0.490027627808935,0.556897952018865,"FBXO22","F-box protein 22"
"ENSG00000287957",0.12786316242158,0.69243655686376,0.490071289020032,0.556913973732242,NA,NA
"ENSG00000139197",0.0856134785683404,0.691700443802083,0.490531794784373,0.557403664504042,"PEX5","peroxisomal biogenesis factor 5"
"ENSG00000227201",-0.0988640810957508,-0.691610903875841,0.490587826238282,0.557433709552854,NA,NA
"ENSG00000164209",0.0523566763248185,0.690177956883492,0.491484996451441,0.558419442892174,"SLC25A46","solute carrier family 25 member 46"
"ENSG00000139112",-0.0593554412231721,-0.690023652463165,0.491581659878174,0.558495585838311,"GABARAPL1","GABA type A receptor associated protein like 1"
"ENSG00000169291",0.101555639042249,0.689651216910324,0.491815013330602,0.558727006460131,"SHE","Src homology 2 domain containing E"
"ENSG00000279199",0.115688387021456,0.689013938989105,0.492214446252261,0.559147062564077,NA,NA
"ENSG00000237350",-0.0858155879698926,-0.688675829029989,0.492426438300506,0.559314974430594,NA,NA
"ENSG00000142185",-0.0659862232590214,-0.68863613303401,0.492451330603346,0.559314974430594,"TRPM2","transient receptor potential cation channel subfamily M member 2"
"ENSG00000167110",-0.0416558193676682,-0.688675761467747,0.49242648066641,0.559314974430594,"GOLGA2","golgin A2"
"ENSG00000081052",0.109171950859137,0.688462313474235,0.492560336274109,0.559405053037419,"COL4A4","collagen type IV alpha 4 chain"
"ENSG00000151952",0.101244827339395,0.687923390535091,0.492898388766398,0.55975523556676,"TMEM132D","transmembrane protein 132D"
"ENSG00000151240",0.108321214717035,0.687573062241771,0.493118208230456,0.559971113788976,"DIP2C","DIP2 acetate--CoA ligase C (putative)"
"ENSG00000104524",0.101551897520525,0.686593430180992,0.493733177411688,0.560635659799963,"PYCR3","pyrroline-5-carboxylate reductase 3"
"ENSG00000148832",0.117958532821108,0.686311856359534,0.493910013783858,0.560769061627661,"PAOX","polyamine oxidase"
"ENSG00000115993",-0.0597071450679911,-0.686311566393309,0.493910195908597,0.560769061627661,"TRAK2","trafficking kinesin protein 2"
"ENSG00000171824",-0.062502151968886,-0.686208618563922,0.493974858659615,0.560774881730133,"EXOSC10","exosome component 10"
"ENSG00000078269",0.0585512844773269,0.686236420227618,0.493957395652998,0.560774881730133,"SYNJ2","synaptojanin 2"
"ENSG00000268066",0.122525123464513,0.685812614705427,0.494223636150353,0.561023492485709,"FMR1-AS1","FMR1 antisense RNA 1"
"ENSG00000260772",-0.0971750895960943,-0.685436961398175,0.494459691763498,0.561257632769389,NA,NA
"ENSG00000187189",0.0523696202192887,0.685170066486501,0.494627442136318,0.561414216723743,"TSPYL4","TSPY like 4"
"ENSG00000257390",-0.142400111535522,-0.68496964633433,0.494753431661778,0.561523385085225,NA,NA
"ENSG00000101940",-0.0467915307871291,-0.684528486310167,0.495030817998631,0.561804358663667,"WDR13","WD repeat domain 13"
"ENSG00000166250",-0.107275896303103,-0.684435938698803,0.495089019453373,0.5618365631604,"CLMP","CXADR like cell adhesion molecule"
"ENSG00000135447",0.121586776697481,0.68303012481931,0.495973564700051,0.562806458154301,"PPP1R1A","protein phosphatase 1 regulatory inhibitor subunit 1A"
"ENSG00000251288",0.100135237067796,0.6820989492234,0.496559935203498,0.563437902623991,NA,NA
"ENSG00000115306",0.049363252630713,0.68095362776266,0.497281668762169,0.564222855877958,"SPTBN1","spectrin beta, non-erythrocytic 1"
"ENSG00000142733",0.077395140058319,0.679837318656658,0.497985664387146,0.564953564933758,"MAP3K6","mitogen-activated protein kinase kinase kinase 6"
"ENSG00000147601",-0.0414863136702856,-0.679856147782328,0.497973785424882,0.564953564933758,"TERF1","telomeric repeat binding factor 1"
"ENSG00000171766",0.113076930330102,0.678115897573917,0.499072323655763,0.566072798556374,"GATM","glycine amidinotransferase"
"ENSG00000228261",0.0994340221283775,0.678084072482413,0.499092425481623,0.566072798556374,NA,NA
"ENSG00000198369",-0.0764919001693486,-0.678131663800938,0.499062365324241,0.566072798556374,"SPRED2","sprouty related EVH1 domain containing 2"
"ENSG00000188827",0.0545665029616496,0.678150520854384,0.49905045489224,0.566072798556374,"SLX4","SLX4 structure-specific endonuclease subunit"
"ENSG00000175536",0.116054237326921,0.677041414713856,0.499751245091405,0.566785909393853,"LIPT2","lipoyl(octanoyl) transferase 2"
"ENSG00000182134",0.101830038478147,0.676895222343514,0.499843656399723,0.566856588962614,"TDRKH","tudor and KH domain containing"
"ENSG00000264538",-0.0749930821158181,-0.675960753182317,0.500434571277152,0.567492562829219,NA,NA
"ENSG00000033178",-0.0525416853902602,-0.67582930904991,0.500517720541237,0.567552688831387,"UBA6","ubiquitin like modifier activating enzyme 6"
"ENSG00000241163",-0.0844047881947632,-0.67560461764321,0.500659873590258,0.56767970980458,"LINC00877","long intergenic non-protein coding RNA 877"
"ENSG00000165511",0.104462512031037,0.674833210121005,0.501148076516427,0.568199065026569,"ZNF22-AS1","ZNF22 antisense RNA 1"
"ENSG00000284690",-0.0986941847649522,-0.674700213798436,0.501232272105229,0.568260323899753,"CD300H","CD300H molecule (gene/pseudogene)"
"ENSG00000100138",0.0489811974588088,0.674514748937646,0.501349696470744,0.568359245478478,"SNU13","small nuclear ribonucleoprotein 13"
"ENSG00000262246",0.0409581055984658,0.673957998408633,0.501702283583322,0.568724733309822,"CORO7","coronin 7"
"ENSG00000123545",-0.0835667265893888,-0.673814683738434,0.501793065511931,0.568780001091737,"NDUFAF4","NADH:ubiquinone oxidoreductase complex assembly factor 4"
"ENSG00000187239",0.0320877350887554,0.673785702366619,0.501811424681212,0.568780001091737,"FNBP1","formin binding protein 1"
"ENSG00000182481",0.0894137979487774,0.673365237033148,0.502077822303237,0.569031248205599,"KPNA2","karyopherin subunit alpha 2"
"ENSG00000240288",-0.06460951767061,-0.673340491484862,0.502093502902297,0.569031248205599,"GHRLOS","ghrelin opposite strand/antisense RNA"
"ENSG00000175305",0.12523741814709,0.673159149819026,0.502208422327511,0.569127248980669,"CCNE2","cyclin E2"
"ENSG00000139971",-0.109984731550217,-0.672616644767419,0.502552301543282,0.569482691077499,"ARMH4","armadillo like helical domain containing 4"
"ENSG00000271870",-0.0916599008929169,-0.672281912973924,0.502764541846138,0.569688928679551,NA,NA
"ENSG00000146166",-0.123564075537403,-0.672196952013958,0.502818419896462,0.569708341615247,"LGSN","lengsin, lens protein with glutamine synthetase domain"
"ENSG00000214827",0.108307260265347,0.672159518675683,0.502842159254523,0.569708341615247,"MTCP1","mature T cell proliferation 1"
"ENSG00000138079",0.10194576791837,0.671523469528264,0.503245618648502,0.570131162142199,"SLC3A1","solute carrier family 3 member 1"
"ENSG00000173578",-0.115677254153811,-0.671113301175888,0.503505888947549,0.570391721450113,"XCR1","X-C motif chemokine receptor 1"
"ENSG00000176853",-0.0530274078133308,-0.670984776740704,0.50358745830805,0.570449821984789,"FAM91A1","family with sequence similarity 91 member A1"
"ENSG00000059691",-0.0796332709905333,-0.670480956465017,0.503907281207593,0.570777786265927,"GATB","glutamyl-tRNA amidotransferase subunit B"
"ENSG00000176142",-0.0620287339225334,-0.670366266761147,0.503980100900945,0.570825946414864,"TMEM39A","transmembrane protein 39A"
"ENSG00000140391",0.0478047631263927,0.670205341311813,0.504082286444123,0.570907359588432,"TSPAN3","tetraspanin 3"
"ENSG00000132383",0.0634528189571623,0.669551785036538,0.50449739988482,0.571343153723112,"RPA1","replication protein A1"
"ENSG00000267248",0.115224466335481,0.669459834505301,0.504555817925734,0.571374962313495,"LOC100996660","uncharacterized LOC100996660"
"ENSG00000078070",-0.0735511659744811,-0.669269420890344,0.504676803053581,0.571477615768415,"MCCC1","methylcrotonyl-CoA carboxylase subunit 1"
"ENSG00000263120",0.111735127584339,0.668892314291048,0.504916455016763,0.57171462280494,NA,NA
"ENSG00000162076",-0.0780691825346048,-0.668546371279284,0.505136355888299,0.571929238623859,"FLYWCH2","FLYWCH family member 2"
"ENSG00000100034",-0.0498476947333203,-0.668352823219033,0.50525940823912,0.572034180684448,"PPM1F","protein phosphatase, Mg2+/Mn2+ dependent 1F"
"ENSG00000223969",-0.0917683141399771,-0.668009581357036,0.505477670986413,0.572246896997719,NA,NA
"ENSG00000228599",-0.0942863791809305,-0.667652997738035,0.505704470835535,0.572469251943982,"RPL7P52","ribosomal protein L7 pseudogene 52"
"ENSG00000180891",0.0876934086548891,0.666956329163566,0.506147733354018,0.572936606232603,"CUEDC1","CUE domain containing 1"
"ENSG00000125445",-0.0590105159626848,-0.666629683207158,0.506355636481676,0.573137504058272,"MRPS7","mitochondrial ribosomal protein S7"
"ENSG00000138448",-0.0744444724565339,-0.666514783344157,0.50642877859095,0.573185852625349,"ITGAV","integrin subunit alpha V"
"ENSG00000163171",-0.0799177061129212,-0.666075496874106,0.506708468233036,0.573467955816998,"CDC42EP3","CDC42 effector protein 3"
"ENSG00000198093",0.0856740119267572,0.665906763942846,0.506815920798026,0.573555107292635,"ZNF649","zinc finger protein 649"
"ENSG00000100336",0.118699048419033,0.665742625546424,0.506920459111483,0.5736389504861,"APOL4","apolipoprotein L4"
"ENSG00000109436",0.0935643690423819,0.665621759185455,0.506997445181861,0.573691606939927,"TBC1D9","TBC1 domain family member 9"
"ENSG00000288632",-0.132949686441889,-0.665564123355202,0.507034158630888,0.573698689428113,NA,NA
"ENSG00000145423",-0.111468003235938,-0.665341233556338,0.50717615052814,0.57382488430325,"SFRP2","secreted frizzled related protein 2"
"ENSG00000225177",0.112603735209967,0.665098566024727,0.507330765886616,0.573965345491086,"LOC124900217","collagen alpha-1(III) chain"
"ENSG00000109184",0.0687151618218396,0.664120763647422,0.507954025685004,0.57456694703099,"DCUN1D4","defective in cullin neddylation 1 domain containing 4"
"ENSG00000108107",-0.0519793088056872,-0.664147168860266,0.507937189424657,0.57456694703099,"RPL28","ribosomal protein L28"
"ENSG00000126088",-0.0425785706363333,-0.664200048306456,0.50790347378775,0.57456694703099,"UROD","uroporphyrinogen decarboxylase"
"ENSG00000276651",-0.0891715624040726,-0.663712028014784,0.508214677953369,0.574827265282832,NA,NA
"ENSG00000274979",0.0971151433724211,0.663623526121166,0.508271125308259,0.574856595734689,NA,NA
"ENSG00000137563",0.0942994252635217,0.6626048614952,0.508921079155944,0.575557140489865,"GGH","gamma-glutamyl hydrolase"
"ENSG00000244270",0.101288606810952,0.662282376829257,0.509126930798599,0.575755380140713,"RPL32P29","ribosomal protein L32 pseudogene 29"
"ENSG00000168824",-0.11007503184507,-0.661554752764952,0.509591557382333,0.576246218738724,"NSG1","neuronal vesicle trafficking associated 1"
"ENSG00000131634",-0.115468099892502,-0.661449771206477,0.50965861224002,0.576287451223139,"TMEM204","transmembrane protein 204"
"ENSG00000119599",0.0886674121392442,0.660322152388186,0.510379151044383,0.57706754980938,"DCAF4","DDB1 and CUL4 associated factor 4"
"ENSG00000107819",-0.0677071757548312,-0.660174586467521,0.510473484329264,0.577139568946986,"SFXN3","sideroflexin 3"
"ENSG00000138376",0.064376039297603,0.660035132380982,0.510562640514951,0.577205726581087,"BARD1","BRCA1 associated RING domain 1"
"ENSG00000102003",0.0953670392107158,0.659849230088697,0.510681504925308,0.577305460260619,"SYP","synaptophysin"
"ENSG00000232216",0.144224766910578,0.659771741076232,0.510731055095387,0.577326829636178,"IGHV3-43","immunoglobulin heavy variable 3-43"
"ENSG00000196950",0.0778091560996869,0.659692617389669,0.510781653180988,0.577349380932644,"SLC39A10","solute carrier family 39 member 10"
"ENSG00000283288",0.130758188676406,0.659445550852784,0.51093966459276,0.57749333422922,"SMIM33","small integral membrane protein 33"
"ENSG00000205670",0.0726923709711068,0.659135383508221,0.511138068757096,0.577682921721033,"SMIM11","small integral membrane protein 11"
"ENSG00000102572",-0.0425799966638677,-0.658734836872657,0.511394345987742,0.577937890078414,"STK24","serine/threonine kinase 24"
"ENSG00000271147",-0.0932766389997365,-0.658252921914845,0.511702774266116,0.578217075257939,NA,NA
"ENSG00000213995",0.0774901900097474,0.658299002820675,0.511673277974964,0.578217075257939,"NAXD","NAD(P)HX dehydratase"
"ENSG00000151348",-0.0526938129111075,-0.657946184991387,0.511899138838443,0.578404269280146,"EXT2","exostosin glycosyltransferase 2"
"ENSG00000176597",-0.0998384200501688,-0.657747594266023,0.512026292420396,0.578513242764675,"B3GNT5","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"
"ENSG00000226085",-0.0821349332665103,-0.656162142653782,0.513042023039358,0.579626102315906,NA,NA
"ENSG00000241945",0.108199521234815,0.655077583776427,0.513737465331896,0.580363576973859,"PWP2","PWP2 small subunit processome component"
"ENSG00000145545",-0.060357953548185,-0.655048069975454,0.51375639715554,0.580363576973859,"SRD5A1","steroid 5 alpha-reductase 1"
"ENSG00000113494",-0.133602594224705,-0.654298539962515,0.514237311424595,0.580872007712209,"PRLR","prolactin receptor"
"ENSG00000165650",0.069749574339088,0.653514998739417,0.514740301467848,0.581405312330694,"PDZD8","PDZ domain containing 8"
"ENSG00000169504",0.0880127421689864,0.653097570048667,0.515008373276072,0.581673225959268,"CLIC4","chloride intracellular channel 4"
"ENSG00000214013",-0.0610804998748392,-0.652917221636547,0.5151242153651,0.581769182796628,"GANC","glucosidase alpha, neutral C"
"ENSG00000162385",-0.0650611430546077,-0.65238388796705,0.515466868520783,0.58212126786131,"MAGOH","mago homolog, exon junction complex subunit"
"ENSG00000130338",0.059602339187039,0.65200068733964,0.515713139051098,0.582364471492901,"TULP4","TUB like protein 4"
"ENSG00000212643",-0.106654411931554,-0.651340761903163,0.516137396534791,0.582808624103722,"ZRSR2P1","ZRSR2 pseudogene 1"
"ENSG00000070882",0.0847413314108854,0.65118786056669,0.516235720977518,0.582861479593631,"OSBPL3","oxysterol binding protein like 3"
"ENSG00000148843",-0.0678785249915074,-0.651171741564091,0.516246087006037,0.582861479593631,"PDCD11","programmed cell death 11"
"ENSG00000148291",0.0699012458017054,0.650884665152138,0.516430722344109,0.583034996255443,"SURF2","surfeit 2"
"ENSG00000227198",0.159585658128335,0.65053982664267,0.516652553650401,0.583250482751019,NA,NA
"ENSG00000258951",-0.124330830653094,-0.649999714228059,0.517000103309568,0.583572889097348,"KRT18P7","keratin 18 pseudogene 7"
"ENSG00000162490",-0.101212230614178,-0.650009956587977,0.516993511450325,0.583572889097348,"DRAXIN","dorsal inhibitory axon guidance protein"
"ENSG00000271344",0.10929929851092,0.649919657406852,0.517051628433289,0.583596080073475,NA,NA
"ENSG00000186222",0.132197644347909,0.649771148474259,0.517147216944402,0.583668999628461,"BLOC1S4","biogenesis of lysosomal organelles complex 1 subunit 4"
"ENSG00000172014",0.119350541901952,0.649123417743443,0.51756424042674,0.584059699295046,NA,NA
"ENSG00000211679",-0.113532801464547,-0.649089005243004,0.517586400893487,0.584059699295046,"IGLC3","immunoglobulin lambda constant 3 (Kern-Oz+ marker)"
"ENSG00000260233",0.0599648084434353,0.64914840604981,0.517548149128652,0.584059699295046,NA,NA
"ENSG00000163918",-0.0862010788266904,-0.648370778333398,0.518049027847332,0.584546725761488,"RFC4","replication factor C subunit 4"
"ENSG00000137474",0.0996432151551644,0.647973871329279,0.518304777965329,0.584765251680593,"MYO7A","myosin VIIA"
"ENSG00000163463",0.0515986646378389,0.647995923481396,0.518290566754537,0.584765251680593,"KRTCAP2","keratinocyte associated protein 2"
"ENSG00000054523",-0.0586249611066098,-0.647620135467041,0.518532766143759,0.584987438532527,"KIF1B","kinesin family member 1B"
"ENSG00000090238",-0.0704812991248335,-0.647256482793921,0.518767200586879,0.585216870750082,"YPEL3","yippee like 3"
"ENSG00000165915",-0.0367603102429755,-0.646502543684272,0.519253416035528,0.585730290495646,"SLC39A13","solute carrier family 39 member 13"
"ENSG00000125868",0.043026843016576,0.646228066906874,0.519430485318676,0.585894945358554,"DSTN","destrin, actin depolymerizing factor"
"ENSG00000146143",-0.0650444048661128,-0.645764022594434,0.519729919399944,0.586197594399242,"PRIM2","DNA primase subunit 2"
"ENSG00000106086",0.0856873622940621,0.645676595840321,0.519786343399609,0.586226135242881,"PLEKHA8","pleckstrin homology domain containing A8"
"ENSG00000249209",0.106395258745137,0.645335701388075,0.520006382469114,0.586439190191162,NA,NA
"ENSG00000106070",-0.0698165908287116,-0.645263922660955,0.520052720091913,0.58645633888605,"GRB10","growth factor receptor bound protein 10"
"ENSG00000125245",-0.0568266658937008,-0.644987494887652,0.52023119152331,0.586622482097217,"GPR18","G protein-coupled receptor 18"
"ENSG00000274213",-0.0942001481784673,-0.644521458070851,0.520532153595099,0.58689159141875,NA,NA
"ENSG00000129675",0.0567314835691152,0.644546528658414,0.520515960938783,0.58689159141875,"ARHGEF6","Rac/Cdc42 guanine nucleotide exchange factor 6"
"ENSG00000080947",0.0705481033990355,0.644351342767547,0.520642035056008,0.586980349295893,"CROCCP3","CROCC pseudogene 3"
"ENSG00000272356",-0.0877810035006234,-0.644128563879639,0.52078595146892,0.587107465815171,NA,NA
"ENSG00000163902",-0.0460499862146098,-0.643899677549022,0.520933834944398,0.587239039116903,"RPN1","ribophorin I"
"ENSG00000065485",-0.078188862687098,-0.643212418277389,0.521378004843878,0.587704574871288,"PDIA5","protein disulfide isomerase family A member 5"
"ENSG00000215421",-0.0485115553287152,-0.642887503366894,0.521588063352873,0.587906177074218,"ZNF407","zinc finger protein 407"
"ENSG00000211599",-0.123353774762888,-0.642819780418321,0.521631852006848,0.587920355875614,"IGKV5-2","immunoglobulin kappa variable 5-2"
"ENSG00000284906",-0.133337227425094,-0.642306490953047,0.521963799649408,0.588259291522318,NA,NA
"ENSG00000198420",-0.0819987927052822,-0.641778460281141,0.522305395330406,0.588609059418173,"TCAF1","TRPM8 channel associated factor 1"
"ENSG00000089818",-0.0538873427893237,-0.641673523258188,0.52237329546596,0.588650364299082,"NECAP1","NECAP endocytosis associated 1"
"ENSG00000284308",0.118181596711299,0.640715345177838,0.522993502901418,0.589314009310738,"C2orf81","chromosome 2 open reading frame 81"
"ENSG00000165359",-0.0632670365136292,-0.640457801534154,0.523160270487372,0.589466665197746,"INTS6L","integrator complex subunit 6 like"
"ENSG00000227775",0.149300414450364,0.640252321955134,0.523293344790809,0.589581341457491,NA,NA
"ENSG00000279330",-0.0672632848003167,-0.640138422788711,0.523367116647479,0.589629193433719,NA,NA
"ENSG00000181019",0.0985965217573567,0.63993408482716,0.523499478759219,0.589743043946069,"NQO1","NAD(P)H quinone dehydrogenase 1"
"ENSG00000284735",0.0909346571499767,0.639686283421531,0.523660018127085,0.589888621747176,NA,NA
"ENSG00000105993",-0.0594059436205203,-0.639207925732684,0.523969996875182,0.590202511428766,"DNAJB6","DnaJ heat shock protein family (Hsp40) member B6"
"ENSG00000272368",-0.0728169894879067,-0.63907930126022,0.52405336258788,0.590239239472929,NA,NA
"ENSG00000114503",-0.0522871536871863,-0.63906093326767,0.524065268044602,0.590239239472929,"NCBP2","nuclear cap binding protein subunit 2"
"ENSG00000198793",0.0551193754768223,0.638727451796281,0.524281442884819,0.590447409640953,"MTOR","mechanistic target of rapamycin kinase"
"ENSG00000166925",0.0595826488265302,0.637659337243565,0.52497414514953,0.591192189522169,"TSC22D4","TSC22 domain family member 4"
"ENSG00000138018",0.0448640763308754,0.637002662836794,0.525400252449954,0.591636676170257,"SELENOI","selenoprotein I"
"ENSG00000259488",-0.111922293536769,-0.636395670124268,0.525794281342641,0.592044989356405,"DUT-AS1","DUT antisense RNA 1"
"ENSG00000259316",-0.11242085291251,-0.636153743188995,0.525951370698457,0.592151083027584,NA,NA
"ENSG00000125966",0.0778365175865489,0.636157858742339,0.52594869816103,0.592151083027584,"MMP24","matrix metallopeptidase 24"
"ENSG00000247853",0.0867809966709629,0.636030342922047,0.526031507013012,0.592187721597743,NA,NA
"ENSG00000066855",-0.0824830612832807,-0.636006817981895,0.526046784861272,0.592187721597743,"MTFR1","mitochondrial fission regulator 1"
"ENSG00000134825",-0.0601179110452272,-0.635853965528572,0.526146057727927,0.592264083386836,"TMEM258","transmembrane protein 258"
"ENSG00000281732",0.124510704616722,0.635367650769405,0.526461968400041,0.592513475966064,"LOC284933","uncharacterized LOC284933"
"ENSG00000116120",-0.0641920722337974,-0.635442414285808,0.526413395541918,0.592513475966064,"FARSB","phenylalanyl-tRNA synthetase subunit beta"
"ENSG00000140395",-0.0524338442855204,-0.635396354290245,0.526443319831584,0.592513475966064,"SKIC8","SKI8 subunit of superkiller complex"
"ENSG00000229839",-0.104782868808708,-0.634599153745331,0.526961385077593,0.593040120203817,"LOC124906013","uncharacterized LOC124906013"
"ENSG00000206190",0.0882785551944731,0.634359522588396,0.527117162250182,0.593179994173771,"ATP10A","ATPase phospholipid transporting 10A (putative)"
"ENSG00000144455",-0.064106057771983,-0.634133746145892,0.527263954660994,0.593309741228349,"SUMF1","sulfatase modifying factor 1"
"ENSG00000167272",0.0506454300799219,0.633538623295325,0.527650985180161,0.593709787290878,"POP5","POP5 ribonuclease P/MRP subunit"
"ENSG00000280206",0.0711473196110798,0.633207562165471,0.527866350057618,0.593916639932235,NA,NA
"ENSG00000196169",0.106534167268781,0.632399385760065,0.528392282888172,0.594472875361167,"KIF19","kinesin family member 19"
"ENSG00000198113",0.078681072041096,0.63218685877633,0.528530632879051,0.594593016552736,"TOR4A","torsin family 4 member A"
"ENSG00000170448",0.072909748231627,0.631978501958118,0.528666286332441,0.594710109992269,"NFXL1","nuclear transcription factor, X-box binding like 1"
"ENSG00000230373",0.0973952683122149,0.631320971703471,0.529094497810735,0.595156275736467,"GOLGA6L3P","golgin A6 family like 3, pseudogene"
"ENSG00000166938",0.0761164395269418,0.631158580508462,0.529200281342255,0.595239724141712,"DIS3L","DIS3 like exosome 3'-5' exoribonuclease"
