"feature","factor","value","view"
"OID20110","Factor9",0.001875298214145,"Protein"
"OID20740","Factor9",0.170016646385193,"Protein"
"OID21123","Factor9",0.0719868168234825,"Protein"
"OID20105","Factor9",0.127503946423531,"Protein"
"OID20326","Factor9",0.0904373303055763,"Protein"
"OID21314","Factor9",-0.0276556983590126,"Protein"
"OID20795","Factor9",-0.39365616440773,"Protein"
"OID21320","Factor9",-0.0205122400075197,"Protein"
"OID20325","Factor9",0.0477352030575275,"Protein"
"OID20511","Factor9",0.0124208806082606,"Protein"
"OID20903","Factor9",0.0105604846030474,"Protein"
"OID21511","Factor9",0.189803346991539,"Protein"
"OID21222","Factor9",0.00367086054757237,"Protein"
"OID20086","Factor9",0.0639330595731735,"Protein"
"OID20515","Factor9",0.0035729119554162,"Protein"
"OID20214","Factor9",-0.00404812581837177,"Protein"
"OID20305","Factor9",-0.00246306788176298,"Protein"
"OID21356","Factor9",0.058108314871788,"Protein"
"OID20981","Factor9",0.0968791320919991,"Protein"
"OID21363","Factor9",0.0365413092076778,"Protein"
"OID21455","Factor9",-0.0266114287078381,"Protein"
"OID20334","Factor9",0.140611842274666,"Protein"
"OID20139","Factor9",0.183346375823021,"Protein"
"OID21156","Factor9",0.0182943679392338,"Protein"
"OID20227","Factor9",0.0423057191073895,"Protein"
"OID20814","Factor9",0.000947555876336992,"Protein"
"OID20745","Factor9",0.217916384339333,"Protein"
"OID20683","Factor9",0.016405863687396,"Protein"
"OID21211","Factor9",0.0496255606412888,"Protein"
"OID20723","Factor9",-0.0445839092135429,"Protein"
"OID20900","Factor9",0.00734430318698287,"Protein"
"OID21453","Factor9",0.0977448299527168,"Protein"
"OID20177","Factor9",0.0400279723107815,"Protein"
"OID20526","Factor9",-0.0288819074630737,"Protein"
"OID20146","Factor9",0.019443379715085,"Protein"
"OID21357","Factor9",-0.0108977444469929,"Protein"
"OID20545","Factor9",-0.00892067234963179,"Protein"
"OID20685","Factor9",0.000854621233884245,"Protein"
"OID20200","Factor9",0.0199358481913805,"Protein"
"OID21467","Factor9",-0.0738379210233688,"Protein"
"OID21000","Factor9",0.0548492670059204,"Protein"
"OID20244","Factor9",0.0162869933992624,"Protein"
"OID20250","Factor9",-0.0543527156114578,"Protein"
"OID20280","Factor9",-0.0267964191734791,"Protein"
"OID21450","Factor9",0.0676341131329536,"Protein"
"OID20409","Factor9",0.0720843896269798,"Protein"
"OID21417","Factor9",-0.116173148155212,"Protein"
"OID20943","Factor9",-0.0643299669027328,"Protein"
"OID20724","Factor9",0.0747606530785561,"Protein"
"OID20201","Factor9",-0.0535504333674908,"Protein"
"OID21205","Factor9",-0.0283882580697536,"Protein"
"OID20987","Factor9",-0.173112630844116,"Protein"
"OID20646","Factor9",0.0852897465229034,"Protein"
"OID21323","Factor9",0.0139274168759584,"Protein"
"OID20997","Factor9",-0.233215913176537,"Protein"
"OID21030","Factor9",-0.14777646958828,"Protein"
"OID21462","Factor9",0.046837080270052,"Protein"
"OID20483","Factor9",0.00651885150000453,"Protein"
"OID20149","Factor9",-0.0360258780419827,"Protein"
"OID21499","Factor9",-0.0420337915420532,"Protein"
"OID20682","Factor9",0.0307501498609781,"Protein"
"OID20868","Factor9",0.06852837651968,"Protein"
"OID20574","Factor9",0.107208736240864,"Protein"
"OID21151","Factor9",0.0823049247264862,"Protein"
"OID20472","Factor9",0.0531104803085327,"Protein"
"OID20675","Factor9",-0.0115250172093511,"Protein"
"OID20436","Factor9",-0.19325090944767,"Protein"
"OID20184","Factor9",-0.0181698594242334,"Protein"
"OID21060","Factor9",-0.014463858678937,"Protein"
"OID21367","Factor9",-0.00316322641447186,"Protein"
"OID20178","Factor9",-0.250665187835693,"Protein"
"OID21375","Factor9",0.0185031779110432,"Protein"
"OID21430","Factor9",-0.242815896868706,"Protein"
"OID21312","Factor9",-0.192284569144249,"Protein"
"OID21380","Factor9",0.0535377934575081,"Protein"
"OID20421","Factor9",-0.109773047268391,"Protein"
"OID21326","Factor9",0.022126967087388,"Protein"
"OID20631","Factor9",-0.231753915548325,"Protein"
"OID20097","Factor9",0.0112173371016979,"Protein"
"OID20758","Factor9",-0.196241199970245,"Protein"
"OID21482","Factor9",0.0443680062890053,"Protein"
"OID20371","Factor9",0.0515899658203125,"Protein"
"OID21415","Factor9",-0.00307366857305169,"Protein"
"OID21527","Factor9",0.126372814178467,"Protein"
"OID20233","Factor9",0.0532334856688976,"Protein"
"OID21016","Factor9",0.0370506979525089,"Protein"
"OID21284","Factor9",-0.0827213451266289,"Protein"
"OID21143","Factor9",0.112527966499329,"Protein"
"OID21022","Factor9",0.0637279599905014,"Protein"
"OID20865","Factor9",-0.0583419613540173,"Protein"
"OID21311","Factor9",0.019141498953104,"Protein"
"OID20342","Factor9",0.0294050127267838,"Protein"
"OID20309","Factor9",0.0215653758496046,"Protein"
"OID20546","Factor9",0.112443074584007,"Protein"
"OID21099","Factor9",0.00261539383791387,"Protein"
"OID20135","Factor9",0.0802895873785019,"Protein"
"OID21476","Factor9",0.0291248578578234,"Protein"
"OID20359","Factor9",0.128105565905571,"Protein"
"OID20601","Factor9",0.0563638508319855,"Protein"
"OID21104","Factor9",-0.13691309094429,"Protein"
"OID20756","Factor9",-0.242076814174652,"Protein"
"OID21439","Factor9",-0.0853181779384613,"Protein"
"OID21399","Factor9",0.0369111411273479,"Protein"
"OID21043","Factor9",0.00760810822248459,"Protein"
"OID20609","Factor9",0.0822074934840202,"Protein"
"OID20289","Factor9",-0.0390547513961792,"Protein"
"OID21101","Factor9",0.0908728092908859,"Protein"
"OID21014","Factor9",-0.144888415932655,"Protein"
"OID21249","Factor9",-0.000679177872370929,"Protein"
"OID21446","Factor9",0.0530901625752449,"Protein"
"OID20970","Factor9",0.0280928686261177,"Protein"
"OID20956","Factor9",0.0441409014165401,"Protein"
"OID20635","Factor9",0.112737998366356,"Protein"
"OID20648","Factor9",-0.0372588746249676,"Protein"
"OID20331","Factor9",0.00682442216202617,"Protein"
"OID21437","Factor9",0.0613350495696068,"Protein"
"OID21442","Factor9",0.0328598991036415,"Protein"
"OID21369","Factor9",0.143022954463959,"Protein"
"OID20576","Factor9",-0.0398387461900711,"Protein"
"OID20636","Factor9",-0.025571646168828,"Protein"
"OID20162","Factor9",0.0786176919937134,"Protein"
"OID21381","Factor9",-0.0988620296120644,"Protein"
"OID20153","Factor9",-0.22297465801239,"Protein"
"OID20732","Factor9",0.24308043718338,"Protein"
"OID21024","Factor9",0.0354604981839657,"Protein"
"OID21434","Factor9",-0.132117182016373,"Protein"
"OID20507","Factor9",-0.00114089495036751,"Protein"
"OID20137","Factor9",0.127532184123993,"Protein"
"OID21042","Factor9",-0.329821676015854,"Protein"
"OID21516","Factor9",0.0557772666215897,"Protein"
"OID20299","Factor9",0.0881276801228523,"Protein"
"OID21257","Factor9",-0.102232791483402,"Protein"
"OID21253","Factor9",-0.0145784607157111,"Protein"
"OID20988","Factor9",0.0376459658145905,"Protein"
"OID21119","Factor9",-0.00518764555454254,"Protein"
"OID21038","Factor9",0.137543737888336,"Protein"
"OID21091","Factor9",0.0942287594079971,"Protein"
"OID20597","Factor9",0.0176737848669291,"Protein"
"OID20179","Factor9",-0.15681779384613,"Protein"
"OID21168","Factor9",0.0414288677275181,"Protein"
"OID21368","Factor9",-0.100836142897606,"Protein"
"OID20738","Factor9",0.0874698609113693,"Protein"
"OID20122","Factor9",0.0695269703865051,"Protein"
"OID20703","Factor9",0.0139288520440459,"Protein"
"OID21436","Factor9",-0.0251902863383293,"Protein"
"OID21421","Factor9",-0.111267134547234,"Protein"
"OID20589","Factor9",-0.0827276557683945,"Protein"
"OID20927","Factor9",0.0742873400449753,"Protein"
"OID21418","Factor9",-0.124146044254303,"Protein"
"OID21013","Factor9",-0.0174077153205872,"Protein"
"OID20904","Factor9",-0.0887165889143944,"Protein"
"OID20568","Factor9",0.114271685481071,"Protein"
"OID20533","Factor9",-0.198021128773689,"Protein"
"OID20254","Factor9",-0.133501708507538,"Protein"
"OID21403","Factor9",0.00200253794901073,"Protein"
"OID21012","Factor9",0.101607769727707,"Protein"
"OID21280","Factor9",0.000560594256967306,"Protein"
"OID21187","Factor9",-0.163990378379822,"Protein"
"OID21425","Factor9",0.167131334543228,"Protein"
"OID20078","Factor9",-0.0273448154330254,"Protein"
"OID20102","Factor9",0.142225757241249,"Protein"
"OID21073","Factor9",0.0365490429103374,"Protein"
"OID21428","Factor9",-0.00300230458378792,"Protein"
"OID20687","Factor9",0.0202252585440874,"Protein"
"OID20883","Factor9",-0.0349084474146366,"Protein"
"OID21242","Factor9",0.103646472096443,"Protein"
"OID20583","Factor9",0.0292867310345173,"Protein"
"OID21361","Factor9",0.0628753900527954,"Protein"
"OID21365","Factor9",0.0242244452238083,"Protein"
"OID21419","Factor9",0.0351109653711319,"Protein"
"OID21498","Factor9",0.063570536673069,"Protein"
"OID20995","Factor9",0.0702929645776749,"Protein"
"OID21094","Factor9",0.113621070981026,"Protein"
"OID20715","Factor9",0.0129273468628526,"Protein"
"OID20718","Factor9",-0.00619912054389715,"Protein"
"OID20960","Factor9",0.0534640774130821,"Protein"
"OID20866","Factor9",-0.0486515685915947,"Protein"
"OID20986","Factor9",0.0527985282242298,"Protein"
"OID20152","Factor9",0.0277407076209784,"Protein"
"OID20395","Factor9",0.1712806224823,"Protein"
"OID21285","Factor9",-0.0615156292915344,"Protein"
"OID20313","Factor9",0.198763191699982,"Protein"
"OID20509","Factor9",0.114121198654175,"Protein"
"OID21255","Factor9",0.00309916189871728,"Protein"
"OID20141","Factor9",0.0521234758198261,"Protein"
"OID20942","Factor9",0.0450691059231758,"Protein"
"OID21466","Factor9",-0.372849583625793,"Protein"
"OID20215","Factor9",0.0434993207454681,"Protein"
"OID20923","Factor9",0.0358295328915119,"Protein"
"OID20752","Factor9",0.0228765998035669,"Protein"
"OID20990","Factor9",-0.010682393796742,"Protein"
"OID21004","Factor9",-0.212090671062469,"Protein"
"OID20103","Factor9",-0.011099168099463,"Protein"
"OID20784","Factor9",0.0835914835333824,"Protein"
"OID20156","Factor9",-0.0468438416719437,"Protein"
"OID20221","Factor9",-0.037057988345623,"Protein"
"OID21410","Factor9",-0.118520714342594,"Protein"
"OID21225","Factor9",0.0261728409677744,"Protein"
"OID21385","Factor9",0.0302587784826756,"Protein"
"OID21155","Factor9",0.0520394220948219,"Protein"
"OID20610","Factor9",-0.0794269219040871,"Protein"
"OID20935","Factor9",0.0617652721703053,"Protein"
"OID21327","Factor9",-0.0907881781458855,"Protein"
"OID20748","Factor9",0.0911306366324425,"Protein"
"OID20708","Factor9",0.0797517895698547,"Protein"
"OID20567","Factor9",0.01685462705791,"Protein"
"OID20647","Factor9",-0.00127172295469791,"Protein"
"OID20968","Factor9",-0.0207827184349298,"Protein"
"OID20383","Factor9",0.109839573502541,"Protein"
"OID21036","Factor9",0.0465911813080311,"Protein"
"OID20978","Factor9",-0.12170922011137,"Protein"
"OID20327","Factor9",-0.0187814496457577,"Protein"
"OID20958","Factor9",0.0267147198319435,"Protein"
"OID20252","Factor9",0.0193838346749544,"Protein"
"OID20642","Factor9",-0.073572002351284,"Protein"
"OID20205","Factor9",0.0935409739613533,"Protein"
"OID21248","Factor9",-0.0445097833871841,"Protein"
"OID21150","Factor9",-0.00951244961470366,"Protein"
"OID21111","Factor9",0.14775387942791,"Protein"
"OID21121","Factor9",-0.133623659610748,"Protein"
"OID20295","Factor9",-0.0266661681234837,"Protein"
"OID21281","Factor9",0.00249515729956329,"Protein"
"OID20650","Factor9",0.104555666446686,"Protein"
"OID20895","Factor9",0.0156449712812901,"Protein"
"OID20459","Factor9",0.181579485535622,"Protein"
"OID21457","Factor9",0.023571876809001,"Protein"
"OID20485","Factor9",0.0151190897449851,"Protein"
"OID20786","Factor9",-0.0878329500555992,"Protein"
"OID20859","Factor9",0.0533023625612259,"Protein"
"OID20298","Factor9",0.058642815798521,"Protein"
"OID21142","Factor9",0.0901804938912392,"Protein"
"OID20744","Factor9",0.0703679695725441,"Protein"
"OID20400","Factor9",0.0474015511572361,"Protein"
"OID20344","Factor9",0.094549372792244,"Protein"
"OID20107","Factor9",0.0505753755569458,"Protein"
"OID20762","Factor9",-0.224602580070496,"Protein"
"OID21128","Factor9",0.0893484801054001,"Protein"
"OID21313","Factor9",-0.112705759704113,"Protein"
"OID20985","Factor9",0.034092091023922,"Protein"
"OID21021","Factor9",0.0649369731545448,"Protein"
"OID21513","Factor9",0.0184678956866264,"Protein"
"OID21486","Factor9",0.0680978372693062,"Protein"
"OID20992","Factor9",0.140865862369537,"Protein"
"OID20508","Factor9",0.14802373945713,"Protein"
"OID20276","Factor9",-0.0629094019532204,"Protein"
"OID20975","Factor9",0.0861520320177078,"Protein"
"OID21125","Factor9",0.0357184186577797,"Protein"
"OID21448","Factor9",-0.056436762213707,"Protein"
"OID21477","Factor9",-0.0283017382025719,"Protein"
"OID21372","Factor9",0.0452688373625278,"Protein"
"OID20759","Factor9",0.0125913796946406,"Protein"
"OID21066","Factor9",0.179689586162567,"Protein"
"OID20536","Factor9",-0.209546014666557,"Protein"
"OID21198","Factor9",-0.146466299891472,"Protein"
"OID21427","Factor9",-0.0317694954574108,"Protein"
"OID21075","Factor9",0.0794777721166611,"Protein"
"OID20886","Factor9",-0.0663677453994751,"Protein"
"OID20674","Factor9",-0.0696616023778915,"Protein"
"OID21034","Factor9",-0.0399336852133274,"Protein"
"OID20749","Factor9",0.0496616512537003,"Protein"
"OID21328","Factor9",0.126003339886665,"Protein"
"OID20722","Factor9",-0.0112227192148566,"Protein"
"OID20617","Factor9",-0.0488567762076855,"Protein"
"OID21463","Factor9",-0.0158455185592175,"Protein"
"OID20226","Factor9",-0.0550378859043121,"Protein"
"OID20561","Factor9",0.0357136130332947,"Protein"
"OID21141","Factor9",0.0563442744314671,"Protein"
"OID20474","Factor9",-0.00107929832302034,"Protein"
"OID20999","Factor9",0.0614070892333984,"Protein"
"OID21304","Factor9",0.0627641379833221,"Protein"
"OID20552","Factor9",0.00502206990495324,"Protein"
"OID20961","Factor9",-0.210418477654457,"Protein"
"OID20197","Factor9",-0.111563749611378,"Protein"
"OID21481","Factor9",-0.0085726585239172,"Protein"
"OID21431","Factor9",-0.111339211463928,"Protein"
"OID20408","Factor9",0.0359324440360069,"Protein"
"OID20478","Factor9",-0.0547095723450184,"Protein"
"OID20782","Factor9",0.016857298091054,"Protein"
"OID20392","Factor9",0.0947490334510803,"Protein"
"OID20368","Factor9",-0.107882715761662,"Protein"
"OID20425","Factor9",-0.0499918051064014,"Protein"
"OID20522","Factor9",-0.136554479598999,"Protein"
"OID21112","Factor9",-0.203901499509811,"Protein"
"OID21522","Factor9",-0.0559764206409454,"Protein"
"OID20286","Factor9",0.00754583906382322,"Protein"
"OID20293","Factor9",0.115317970514297,"Protein"
"OID20966","Factor9",-0.100755885243416,"Protein"
"OID20308","Factor9",-0.0600727833807468,"Protein"
"OID20743","Factor9",-0.094384454190731,"Protein"
"OID21259","Factor9",-0.0838033109903336,"Protein"
"OID20496","Factor9",0.0246322005987167,"Protein"
"OID20839","Factor9",0.151636704802513,"Protein"
"OID21040","Factor9",-0.167431548237801,"Protein"
"OID21244","Factor9",-0.0267261359840631,"Protein"
"OID20641","Factor9",0.0398950688540936,"Protein"
"OID20783","Factor9",0.0451945140957832,"Protein"
"OID21445","Factor9",0.106371007859707,"Protein"
"OID20955","Factor9",-0.00240325857885182,"Protein"
"OID21310","Factor9",0.0693396627902985,"Protein"
"OID20996","Factor9",0.0121756894513965,"Protein"
"OID20543","Factor9",0.0781785771250725,"Protein"
"OID20669","Factor9",0.0113045172765851,"Protein"
"OID20587","Factor9",0.0128396544605494,"Protein"
"OID20379","Factor9",0.131189152598381,"Protein"
"OID20217","Factor9",-0.110539525747299,"Protein"
"OID20505","Factor9",-0.0910811573266983,"Protein"
"OID20085","Factor9",-0.0559724308550358,"Protein"
"OID20973","Factor9",0.0679438561201096,"Protein"
"OID20979","Factor9",-0.0330185145139694,"Protein"
"OID20666","Factor9",-0.0971864014863968,"Protein"
"OID20570","Factor9",-0.0890783667564392,"Protein"
"OID21041","Factor9",-0.0255804788321257,"Protein"
"OID21501","Factor9",0.0475284680724144,"Protein"
"OID20963","Factor9",-0.114951312541962,"Protein"
"OID21342","Factor9",-0.0503232777118683,"Protein"
"OID20144","Factor9",0.0468000136315823,"Protein"
"OID20887","Factor9",0.00455977255478501,"Protein"
"OID21454","Factor9",-0.0349644646048546,"Protein"
"OID20854","Factor9",-0.0856072381138802,"Protein"
"OID21087","Factor9",0.109779849648476,"Protein"
"OID20294","Factor9",0.0509166456758976,"Protein"
"OID20398","Factor9",-0.0835331082344055,"Protein"
"OID21444","Factor9",0.0238443706184626,"Protein"
"OID20630","Factor9",-0.149829179048538,"Protein"
"OID20247","Factor9",-0.148020789027214,"Protein"
"OID20378","Factor9",-0.169943869113922,"Protein"
"OID21295","Factor9",-0.039897695183754,"Protein"
"OID21193","Factor9",-0.0569953098893166,"Protein"
"OID20912","Factor9",0.0797077193856239,"Protein"
"OID21026","Factor9",-0.126816168427467,"Protein"
"OID20620","Factor9",-0.00804126355797052,"Protein"
"OID21179","Factor9",-0.0113645261153579,"Protein"
"OID20510","Factor9",-0.0759318545460701,"Protein"
"OID20653","Factor9",0.0880682095885277,"Protein"
"OID20980","Factor9",0.0162225216627121,"Protein"
"OID20655","Factor9",0.0360725335776806,"Protein"
"OID20623","Factor9",-0.0549987591803074,"Protein"
"OID20572","Factor9",0.0427002049982548,"Protein"
"OID20413","Factor9",0.0672177597880363,"Protein"
"OID20686","Factor9",-0.0226287934929132,"Protein"
"OID21133","Factor9",0.00199170783162117,"Protein"
"OID20695","Factor9",0.00311395805329084,"Protein"
"OID21246","Factor9",0.0273310896009207,"Protein"
"OID21215","Factor9",0.00396841904148459,"Protein"
"OID21129","Factor9",-0.154925599694252,"Protein"
"OID21324","Factor9",-0.0566289573907852,"Protein"
"OID20234","Factor9",-0.235544636845589,"Protein"
"OID20324","Factor9",0.000627692381385714,"Protein"
"OID21086","Factor9",0.0215935725718737,"Protein"
"OID21015","Factor9",0.0271381847560406,"Protein"
"OID20870","Factor9",-0.021379953250289,"Protein"
"OID20355","Factor9",-0.0647639185190201,"Protein"
"OID21068","Factor9",0.043971948325634,"Protein"
"OID20691","Factor9",0.0140589857473969,"Protein"
"OID21050","Factor9",-0.00299110193736851,"Protein"
"OID20622","Factor9",0.0397187918424606,"Protein"
"OID20962","Factor9",-0.100126661360264,"Protein"
"OID20604","Factor9",-0.350646436214447,"Protein"
"OID20404","Factor9",0.0187744051218033,"Protein"
"OID20223","Factor9",-0.107906624674797,"Protein"
"OID20534","Factor9",-0.107461132109165,"Protein"
"OID20106","Factor9",-0.0905444175004959,"Protein"
"OID20222","Factor9",0.0199056956917048,"Protein"
"OID20259","Factor9",0.07986731082201,"Protein"
"OID20766","Factor9",0.0422649532556534,"Protein"
"OID20216","Factor9",0.131356462836266,"Protein"
"OID20339","Factor9",0.123091608285904,"Protein"
"OID20232","Factor9",-0.0156999211758375,"Protein"
"OID20739","Factor9",-0.115571081638336,"Protein"
"OID20328","Factor9",-0.0402236878871918,"Protein"
"OID20768","Factor9",0.014749807305634,"Protein"
"OID20195","Factor9",0.130470916628838,"Protein"
"OID20445","Factor9",-0.0456129014492035,"Protein"
"OID20108","Factor9",-0.0400159955024719,"Protein"
"OID20500","Factor9",-0.121413804590702,"Protein"
"OID21145","Factor9",-0.103878132998943,"Protein"
"OID21216","Factor9",0.0024862103164196,"Protein"
"OID20731","Factor9",-0.0130427703261375,"Protein"
"OID20658","Factor9",0.0388246886432171,"Protein"
"OID20967","Factor9",0.023488549515605,"Protein"
"OID21235","Factor9",-0.0192996393889189,"Protein"
"OID21103","Factor9",0.189044803380966,"Protein"
"OID21005","Factor9",-0.0296644326299429,"Protein"
"OID21397","Factor9",0.106442615389824,"Protein"
"OID20151","Factor9",0.0345005169510841,"Protein"
"OID21490","Factor9",0.0345900245010853,"Protein"
"OID20832","Factor9",0.0713839679956436,"Protein"
"OID21493","Factor9",0.012095008045435,"Protein"
"OID21037","Factor9",-0.0703904181718826,"Protein"
"OID21229","Factor9",-0.00588545203208923,"Protein"
"OID20926","Factor9",0.0311881527304649,"Protein"
"OID21247","Factor9",-0.0105087077245116,"Protein"
"OID21083","Factor9",0.128884822130203,"Protein"
"OID20753","Factor9",0.0822983235120773,"Protein"
"OID20338","Factor9",0.146051540970802,"Protein"
"OID21192","Factor9",-0.0517797619104385,"Protein"
"OID21160","Factor9",0.0472085401415825,"Protein"
"OID21218","Factor9",-0.191151857376099,"Protein"
"OID20375","Factor9",0.0981522053480148,"Protein"
"OID20079","Factor9",0.0471256896853447,"Protein"
"OID21053","Factor9",0.0193420853465796,"Protein"
"OID20919","Factor9",0.0169372204691172,"Protein"
"OID20171","Factor9",-0.0210934486240149,"Protein"
"OID20693","Factor9",0.168579459190369,"Protein"
"OID20600","Factor9",0.0634124800562859,"Protein"
"OID20484","Factor9",-0.00453988136723638,"Protein"
"OID21058","Factor9",0.122451968491077,"Protein"
"OID20638","Factor9",-0.24176624417305,"Protein"
"OID21132","Factor9",0.0131638264283538,"Protein"
"OID20823","Factor9",-0.000718045572284609,"Protein"
"OID20917","Factor9",-0.0990778803825378,"Protein"
"OID20780","Factor9",-0.0796619802713394,"Protein"
"OID21384","Factor9",0.0598420314490795,"Protein"
"OID21441","Factor9",-0.121604599058628,"Protein"
"OID20751","Factor9",-0.00954084191471338,"Protein"
"OID21064","Factor9",0.0463625714182854,"Protein"
"OID21110","Factor9",0.0769293308258057,"Protein"
"OID20827","Factor9",0.0162200704216957,"Protein"
"OID21185","Factor9",-0.0209320839494467,"Protein"
"OID20091","Factor9",-0.0250814147293568,"Protein"
"OID20867","Factor9",-0.0513848774135113,"Protein"
"OID20677","Factor9",-0.0264441221952438,"Protein"
"OID20934","Factor9",0.116568140685558,"Protein"
"OID21271","Factor9",-0.000738295784685761,"Protein"
"OID20126","Factor9",0.0370184145867825,"Protein"
"OID21414","Factor9",-0.0821785852313042,"Protein"
"OID20333","Factor9",0.024802902713418,"Protein"
"OID20386","Factor9",0.13122795522213,"Protein"
"OID20418","Factor9",0.000907130830455571,"Protein"
"OID20872","Factor9",0.0398993194103241,"Protein"
"OID20261","Factor9",-0.218448773026466,"Protein"
"OID21227","Factor9",0.0261225327849388,"Protein"
"OID21010","Factor9",-0.0606084130704403,"Protein"
"OID20165","Factor9",0.0312141142785549,"Protein"
"OID20660","Factor9",-0.288298040628433,"Protein"
"OID20512","Factor9",0.0335562229156494,"Protein"
"OID20467","Factor9",0.0767508149147034,"Protein"
"OID20455","Factor9",0.00828371103852987,"Protein"
"OID20735","Factor9",-0.0925971791148186,"Protein"
"OID21001","Factor9",0.0362744741141796,"Protein"
"OID21137","Factor9",-0.00345127587206662,"Protein"
"OID20727","Factor9",-0.112998865544796,"Protein"
"OID21432","Factor9",0.0644312128424644,"Protein"
"OID20278","Factor9",-0.00574302766472101,"Protein"
"OID20167","Factor9",0.0585232377052307,"Protein"
"OID20188","Factor9",0.0219866465777159,"Protein"
"OID21480","Factor9",0.101186014711857,"Protein"
"OID20340","Factor9",0.0289136506617069,"Protein"
"OID20922","Factor9",0.0215789563953876,"Protein"
"OID21219","Factor9",-0.0113782668486238,"Protein"
"OID20228","Factor9",-0.102313719689846,"Protein"
"OID20771","Factor9",-0.0254783034324646,"Protein"
"OID20664","Factor9",0.144346252083778,"Protein"
"OID20930","Factor9",0.00678874645382166,"Protein"
"OID20237","Factor9",0.0347525402903557,"Protein"
"OID20770","Factor9",-0.125704020261765,"Protein"
"OID21275","Factor9",0.0647733211517334,"Protein"
"OID20240","Factor9",-0.0585527718067169,"Protein"
"OID21317","Factor9",-0.041205421090126,"Protein"
"OID20721","Factor9",-0.0556513778865337,"Protein"
"OID21008","Factor9",0.0136171029880643,"Protein"
"OID21201","Factor9",0.0165430977940559,"Protein"
"OID21220","Factor9",-0.0649716556072235,"Protein"
"OID20730","Factor9",-0.0198915973305702,"Protein"
"OID21114","Factor9",0.0314852073788643,"Protein"
"OID20709","Factor9",0.155176818370819,"Protein"
"OID20272","Factor9",-0.326364696025848,"Protein"
"OID20429","Factor9",-0.0643126964569092,"Protein"
"OID21283","Factor9",-0.053495142608881,"Protein"
"OID21355","Factor9",0.01399892475456,"Protein"
"OID21519","Factor9",-0.00755533203482628,"Protein"
"OID20096","Factor9",-0.239017739892006,"Protein"
"OID20940","Factor9",-0.0846339166164398,"Protein"
"OID20764","Factor9",0.0579687021672726,"Protein"
"OID20812","Factor9",-0.0432617999613285,"Protein"
"OID20673","Factor9",-0.0254685617983341,"Protein"
"OID21175","Factor9",0.0181486532092094,"Protein"
"OID21291","Factor9",0.0441776290535927,"Protein"
"OID20183","Factor9",-0.0525240376591682,"Protein"
"OID20113","Factor9",-0.0694027468562126,"Protein"
"OID21288","Factor9",0.031675111502409,"Protein"
"OID21470","Factor9",-0.00906610023230314,"Protein"
"OID20893","Factor9",-0.0887987241148949,"Protein"
"OID20191","Factor9",-0.00764369824901223,"Protein"
"OID20494","Factor9",0.0876002684235573,"Protein"
"OID20053","Factor9",-0.105987869203091,"Protein"
"OID21002","Factor9",-0.136194586753845,"Protein"
"OID20129","Factor9",0.00539344409480691,"Protein"
"OID20087","Factor9",0.0964493155479431,"Protein"
"OID20953","Factor9",0.0136884674429893,"Protein"
"OID20667","Factor9",0.0609676167368889,"Protein"
"OID20913","Factor9",-0.0113168600946665,"Protein"
"OID21465","Factor9",0.155611708760262,"Protein"
"OID20605","Factor9",0.0745744854211807,"Protein"
"OID20725","Factor9",-0.200342863798141,"Protein"
"OID20405","Factor9",-0.060184221714735,"Protein"
"OID20061","Factor9",-0.0243853237479925,"Protein"
"OID21018","Factor9",-0.0187443140894175,"Protein"
"OID20297","Factor9",0.0868421494960785,"Protein"
"OID21206","Factor9",-0.0138599695637822,"Protein"
"OID20239","Factor9",0.0644744485616684,"Protein"
"OID21398","Factor9",-0.0634093210101128,"Protein"
"OID21321","Factor9",0.126179024577141,"Protein"
"OID20456","Factor9",0.0769850015640259,"Protein"
"OID20976","Factor9",-0.17355552315712,"Protein"
"OID21209","Factor9",-0.0738895013928413,"Protein"
"OID20824","Factor9",0.0208759680390358,"Protein"
"OID20275","Factor9",0.0130812609568238,"Protein"
"OID21494","Factor9",-0.0349041298031807,"Protein"
"OID21299","Factor9",-0.0248000230640173,"Protein"
"OID20590","Factor9",0.101942531764507,"Protein"
"OID20384","Factor9",0.133572652935982,"Protein"
"OID21049","Factor9",0.0374162793159485,"Protein"
"OID20174","Factor9",0.105372071266174,"Protein"
"OID21067","Factor9",-0.0158412493765354,"Protein"
"OID20489","Factor9",-0.193068131804466,"Protein"
"OID21243","Factor9",-0.162707209587097,"Protein"
"OID21077","Factor9",0.0603062212467194,"Protein"
"OID21270","Factor9",0.0373224355280399,"Protein"
"OID21337","Factor9",-0.176125273108482,"Protein"
"OID20196","Factor9",-0.163573518395424,"Protein"
"OID20121","Factor9",0.00736581953242421,"Protein"
"OID21262","Factor9",0.0626284331083298,"Protein"
"OID20537","Factor9",0.0675287172198296,"Protein"
"OID20296","Factor9",-0.153322711586952,"Protein"
"OID21509","Factor9",-0.0600377917289734,"Protein"
"OID20921","Factor9",0.117491818964481,"Protein"
"OID21406","Factor9",-0.00200949516147375,"Protein"
"OID21084","Factor9",-0.189845353364944,"Protein"
"OID20951","Factor9",0.0260963588953018,"Protein"
"OID20491","Factor9",-0.124501146376133,"Protein"
"OID20777","Factor9",-0.050617728382349,"Protein"
"OID21472","Factor9",-0.0463828817009926,"Protein"
"OID20304","Factor9",-0.121629998087883,"Protein"
"OID21011","Factor9",-0.0424550920724869,"Protein"
