"Gene","Variance"
"ENSG00000183347",3.2715704679094
"ENSG00000268555",3.27124945390313
"ENSG00000223387",3.27094988645264
"ENSG00000114315",3.27043699835433
"ENSG00000263142",3.2659916670328
"ENSG00000228314",3.26497934025881
"ENSG00000173369",3.26320913059828
"ENSG00000211898",3.25322007741864
"ENSG00000262967",3.25302219269289
"ENSG00000254870",3.25222874784074
"ENSG00000242288",3.25066371666594
"ENSG00000286065",3.24625117680597
"ENSG00000264324",3.24585070012793
"ENSG00000136929",3.24343624554146
"ENSG00000282059",3.24274731465765
"ENSG00000283646",3.24121670974618
"ENSG00000233785",3.24028958564765
"ENSG00000125355",3.23933917540411
"ENSG00000236525",3.23906276238676
"ENSG00000143520",3.22749642817537
"ENSG00000270030",3.22625490935764
"ENSG00000251039",3.22519969560375
"ENSG00000249173",3.22370065735136
"ENSG00000229515",3.22337737487666
"ENSG00000259132",3.2185777294594
"ENSG00000254928",3.21754165024508
"ENSG00000274173",3.21736173914964
"ENSG00000268758",3.21459313562213
"ENSG00000186788",3.21439664113018
"ENSG00000273540",3.2130207529752
"ENSG00000146070",3.21003774284551
"ENSG00000180138",3.20978613289339
"ENSG00000280356",3.20640559075588
"ENSG00000011052",3.20485580664047
"ENSG00000176020",3.20342288593362
"ENSG00000102760",3.20294352313982
"ENSG00000221937",3.20227906737063
"ENSG00000197428",3.20042174915867
"ENSG00000233327",3.20017830011191
"ENSG00000138642",3.2001626129811
"ENSG00000211599",3.19985733522337
"ENSG00000279628",3.1994245934743
"ENSG00000163736",3.19915645693506
"ENSG00000131203",3.19909453834676
"ENSG00000110079",3.19879599954063
"ENSG00000095932",3.19768546684034
"ENSG00000188313",3.19759222547389
"ENSG00000276710",3.19725433400936
"ENSG00000143469",3.19690651463513
"ENSG00000286042",3.1951340044658
"ENSG00000256029",3.19268525528059
"ENSG00000117010",3.19169205655876
"ENSG00000158104",3.1915674884449
"ENSG00000267598",3.19152763830087
"ENSG00000151834",3.18837761453766
"ENSG00000160932",3.1854834677138
"ENSG00000115604",3.18033114031577
"ENSG00000211899",3.17748096862441
"ENSG00000236345",3.17551986022382
"ENSG00000156920",3.17451421076323
"ENSG00000197653",3.17197965745659
"ENSG00000233392",3.17121172882314
"ENSG00000156103",3.17049701504521
