"OlinkID","t","Assay","UniProt","MissingFreq","LOD","Panel","Panel_Version","ENTREZID"
"OID20447",0.391092795942343,"RABGAP1L","Q5R372",0.71,0.9411,"INFLAMMATION",1,"9910"
"OID20451",-0.837816180154222,"MYO9B","Q13459",0.6,0.6318,"INFLAMMATION",1,"4650"
"OID20629",-2.58191921739825,"KLRB1","Q12918",0.03,0.671,"INFLAMMATION",1,"3820"
"OID20683",0.0157017620643015,"NCK2","O43639",0.4,0.6502,"INFLAMMATION",1,"8440"
"OID20623",4.00802931303225,"NUDC","Q9Y266",0.03,1.1562,"INFLAMMATION",1,"10726"
"OID20710",2.36622939901642,"GLOD4","Q9HC38",0.04,0.3769,"INFLAMMATION",1,"51031"
"OID20455",-0.439894474064812,"IL11","P20809",0.7,0.6581,"INFLAMMATION",1,"3589"
"OID20702",3.00979362630981,"TNFRSF13B","O14836",0.03,0.6943,"INFLAMMATION",1,"23495"
"OID20699",0.315678706729501,"CRLF1","O75462",0.04,0.0928,"INFLAMMATION",1,"9244"
"OID20491",-2.01297267035092,"CSF3","P09919",0.79,1.1345,"INFLAMMATION",1,"1440"
"OID20560",-2.61056963851015,"SELPLG","Q14242",0.03,0.2795,"INFLAMMATION",1,"6404"
"OID20531",-1.04855133899927,"STX8","Q9UNK0",0.21,0.3962,"INFLAMMATION",1,"9482"
"OID20521",0.88461841800819,"TBC1D5","Q92609",0.49,0.6058,"INFLAMMATION",1,"9779"
"OID20443",-2.29404390316509,"FCRL3","Q96P31",0.84,0.7417,"INFLAMMATION",1,"115352"
"OID20468",-1.49856811645275,"PRKCQ","Q04759",0.91,0.633,"INFLAMMATION",1,"5588"
"OID20748",-2.39549384572613,"LGALS4","P56470",0.04,0.5316,"INFLAMMATION",1,"3960"
"OID20686",-3.58533543353306,"CCL21","O00585",0.03,0.0354,"INFLAMMATION",1,"6366"
"OID20420",-0.458029593764768,"IL10RA","Q13651",0.62,0.3558,"INFLAMMATION",1,"3587"
"OID20428",-0.796014633011525,"IL33","O95760",0.88,0.5621,"INFLAMMATION",1,"90865"
"OID20496",0.485616011586578,"SLAMF1","Q13291",0.66,1.0631,"INFLAMMATION",1,"6504"
"OID20606",3.06379749461628,"LIFR","P42702",0.04,2.0278,"INFLAMMATION",1,"3977"
"OID20590",4.57259445422629,"CLEC4G","Q6UXB4",0.03,1.36,"INFLAMMATION",1,"339390"
"OID20494",1.74833099095872,"JCHAIN","P01591",0.91,2.0181,"INFLAMMATION",1,"3512"
"OID20574",-0.617887744532583,"OSM","P13725",0.03,1.2256,"INFLAMMATION",1,"5008"
"OID20453",-3.08591352193754,"IL20","Q9NYY1",0.88,0.46,"INFLAMMATION",1,"50604"
"OID20536",9.49213494295012,"SAMD9L","Q8IVG5",0.09,0.9049,"INFLAMMATION",1,"219285"
"OID20688",-2.97836031421368,"SCGB1A1","P11684",0.04,0.6318,"INFLAMMATION",1,"7356"
"OID20561",-0.570017847762074,"CXADR","P78310",0.12,0.6822,"INFLAMMATION",1,"1525"
"OID20684",2.67761741461474,"TIMP3","P35625",0.07,1.0062,"INFLAMMATION",1,"7078"
"OID20505",2.28264329984166,"BACH1","O14867",0.21,0.7344,"INFLAMMATION",1,"571"
"OID20726",4.8527213955007,"ANGPTL2","Q9UKU9",0.04,0.5321,"INFLAMMATION",1,"23452"
"OID20577",1.65429821564898,"IRAK4","Q9NWZ3",0.15,1.0753,"INFLAMMATION",1,"51135"
"OID20737",-0.822630604754305,"LAIR1","Q6GTX8",0.03,0.3299,"INFLAMMATION",1,"3903"
"OID20425",1.14537117311026,"RAB37","Q96AX2",0.68,1.6032,"INFLAMMATION",1,"326624"
"OID20709",-1.07275819800552,"CCN2","P29279",0.03,1.0452,"INFLAMMATION",1,"1490"
"OID20705",5.7672316083228,"ERBB3","P21860",0.03,0.3369,"INFLAMMATION",1,"2065"
"OID20692",5.96570205705307,"CD48","P09326",0.04,0.343,"INFLAMMATION",1,"962"
"OID20424",3.79497560323591,"JUN","P05412",0.39,0.7229,"INFLAMMATION",1,"3725"
"OID20761",-0.0528276683901751,"SKAP2","O75563",0.07,0.9228,"INFLAMMATION",1,"8935"
"OID20602",5.9868384007204,"SLAMF7","Q9NQ25",0.08,0.3881,"INFLAMMATION",1,"57823"
"OID20544",-0.144251273252783,"IKBKG","Q9Y6K9",0.03,1.204,"INFLAMMATION",1,"8517"
"OID20725",0.685798684462808,"OMD","Q99983",0.03,0.4579,"INFLAMMATION",1,"4958"
"OID20582",0.21400911296231,"AXIN1","O15169",0.3,0.5452,"INFLAMMATION",1,"8312"
"OID20677",-3.05786346816255,"EPHA1","P21709",0.04,0.2496,"INFLAMMATION",1,"2041"
"OID20568",-2.64110962577501,"NPPC","P23582",0.05,0.7402,"INFLAMMATION",1,"4880"
"OID20550",-5.69305549211745,"COL9A1","P20849",0.57,0.4514,"INFLAMMATION",1,"1297"
"OID20634",-0.221257608755457,"NFASC","O94856",0.65,-0.5646,"INFLAMMATION",1,"23114"
"OID20547",-0.4970378650592,"CLEC4C","Q8WTT0",0.12,0.6882,"INFLAMMATION",1,"170482"
"OID20647",-4.98373856931433,"CD160","O95971",0.03,0.7001,"INFLAMMATION",1,"11126"
"OID20653",-5.67012649305986,"TNFRSF4","P43489",0.03,0.7246,"INFLAMMATION",1,"7293"
"OID20575",2.76604511698961,"HSD11B1","P28845",0.06,0.8262,"INFLAMMATION",1,"3290"
"OID20504",1.52474862245481,"ITM2A","O43736",0.03,-0.3851,"INFLAMMATION",1,"9452"
"OID20628",-2.98138355978042,"CD244","Q9BZW8",0.03,-0.2364,"INFLAMMATION",1,"51744"
"OID20591",0.31040441042967,"NTF3","P20783",0.04,0.2659,"INFLAMMATION",1,"4908"
"OID20620",2.85082134385094,"DFFA","O00273",0.03,0.7748,"INFLAMMATION",1,"1676"
"OID20514",0.59168316099326,"SH2D1A","O60880",0.08,0.082,"INFLAMMATION",1,"4068"
"OID20454",1.33585881842178,"RGS8","P57771",0.88,0.5004,"INFLAMMATION",1,"85397"
"OID20583",0.437147294271992,"ANXA11","P50995",0.5,0.9151,"INFLAMMATION",1,"311"
"OID20738",-2.86356301902195,"COLEC12","Q5KU26",0.04,0.7968,"INFLAMMATION",1,"81035"
"OID20586",-1.17310194140364,"LTA","P01374",0.04,0.7614,"INFLAMMATION",1,"4049"
"OID20719",5.85308127238693,"CSF1","P09603",0.04,0.3549,"INFLAMMATION",1,"1435"
"OID20750",9.31360717083654,"TPP1","O14773",0.03,0.5739,"INFLAMMATION",1,"1200"
"OID20493",-2.62702993479037,"ITGB6","P18564",0.58,1.7344,"INFLAMMATION",1,"3694"
"OID20432",-1.20857778452007,"ARNT","P27540",0.94,-0.2055,"INFLAMMATION",1,"405"
"OID20735",-0.848997654599885,"TNFRSF11B","O00300",0.03,0.6894,"INFLAMMATION",1,"4982"
"OID20487",-0.406462632734605,"IL1RL2","Q9HB29",0.04,1.0973,"INFLAMMATION",1,"8808"
"OID20570",5.61561469651971,"PTX3","P26022",0.03,0.9545,"INFLAMMATION",1,"5806"
"OID20736",-1.77552332471059,"ENPP5","Q9UJA9",0.04,-0.1842,"INFLAMMATION",1,"59084"
"OID20780",4.0711007765388,"B4GALT1","P15291",0.03,0.8105,"INFLAMMATION",1,"2683"
"OID20530",0.659558079378128,"LSP1","P33241",0.04,0.9377,"INFLAMMATION",1,"4046"
"OID20532",3.0749587739318,"HLA-E","P13747",0.1,0.3396,"INFLAMMATION",1,"3133"
"OID20599",6.311415784111,"CD70","P32970",0.04,1.4367,"INFLAMMATION",1,"970"
"OID20553",-0.217268576732719,"NT5C3A","Q9H0P0",0.28,1.8223,"INFLAMMATION",1,"51251"
"OID20611",2.56029989718761,"TNFSF10","P50591",0.03,0.8076,"INFLAMMATION",1,"8743"
"OID20775",-0.33711610850483,"PNLIPRP2","P54317",0.19,-0.0434,"INFLAMMATION",1,"5408"
"OID20607",-0.0978799206586512,"CD84","Q9UIB8",0.04,1.8793,"INFLAMMATION",1,"8832"
"OID20645",3.66286394623751,"ADA","P00813",0.04,0.891,"INFLAMMATION",1,"100"
"OID20747",0.168387992304982,"CRHBP","P24387",0.03,0.4268,"INFLAMMATION",1,"1393"
"OID20633",0.458128875912218,"IL16","Q14005",0.03,-0.1082,"INFLAMMATION",1,"3603"
"OID20785",-0.362129203331718,"WFIKKN2","Q8TEU8",0.03,0.9142,"INFLAMMATION",1,"124857"
"OID20581",-5.55887248448641,"ITGA11","Q9UKX5",0.13,0.3969,"INFLAMMATION",1,"22801"
"OID20485",2.27520492511349,"IRAK1","P51617",0.28,1.3508,"INFLAMMATION",1,"3654"
"OID20483",1.0797330642124,"PRDX3","P30048",0.41,0.3027,"INFLAMMATION",1,"10935"
"OID20595",0.345324209563149,"CD200R1","Q8TD46",0.03,1.0717,"INFLAMMATION",1,"131450"
"OID20527",-2.08289104738676,"DPP10","Q8N608",0.26,0.1158,"INFLAMMATION",1,"57628"
"OID20782",-1.03878007096028,"FSTL3","O95633",0.03,0.6571,"INFLAMMATION",1,"10272"
"OID20694",4.44760970177104,"IL18","Q14116",0.04,0.5833,"INFLAMMATION",1,"3606"
"OID20519",-0.347462618123304,"METAP1D","Q6UB28",0.07,0.7693,"INFLAMMATION",1,"254042"
"OID20696",-4.41407027907206,"IL10RB","Q08334",0.04,0.2499,"INFLAMMATION",1,"3588"
"OID20605",0.831616186445795,"IL32","P24001",0.03,1.0402,"INFLAMMATION",1,"9235"
"OID20600",-4.04244178389883,"TGFA","P01135",0.04,1.0033,"INFLAMMATION",1,"7039"
"OID20597",-0.577098096482986,"PLXNA4","Q9HCM2",0.05,0.7643,"INFLAMMATION",1,"91584"
"OID20655",1.39819164791525,"CCL13","Q99616",0.04,1.0296,"INFLAMMATION",1,"6357"
"OID20542",3.7717087456991,"SCRN1","Q12765",0.52,1.566,"INFLAMMATION",1,"9805"
"OID20672",0.571598618038311,"MMP1","P03956",0.03,2.8171,"INFLAMMATION",1,"4312"
"OID20648",2.78228383083965,"HCLS1","P14317",0.04,0.8219,"INFLAMMATION",1,"3059"
"OID20608",0.238811599776462,"RAB6A","P20340",0.3,0.8919,"INFLAMMATION",1,"5870"
"OID20784",-2.62608800894776,"REG4","Q9BYZ8",0.04,1.2277,"INFLAMMATION",1,"83998"
"OID20546",1.98113622100408,"CCL26","Q9Y258",0.59,1.8425,"INFLAMMATION",1,"10344"
"OID20727",3.080597418546,"GAL","P22466",0.03,0.0446,"INFLAMMATION",1,"51083"
"OID20467",1.65600199968291,"PADI2","Q9Y2J8",0.67,0.9057,"INFLAMMATION",1,"11240"
"OID20573",-5.19336986435958,"CLEC4A","Q9UMR7",0.06,1.1151,"INFLAMMATION",1,"50856"
"OID20438",-4.32468076920348,"LRRN1","Q6UXK5",0.03,0.6237,"INFLAMMATION",1,"57633"
"OID20769",-2.78099621943031,"LAMA4","Q16363",0.03,0.5163,"INFLAMMATION",1,"3910"
"OID20430",-0.0227002718542063,"IL13","P35225",0.95,0.6607,"INFLAMMATION",1,"3596"
"OID20456",-0.0330220850407937,"IL17F","Q96PD4",0.72,0.7566,"INFLAMMATION",1,"112744"
"OID20489",5.31667106324627,"GBP2","P32456",0.76,2.5835,"INFLAMMATION",1,"2634"
"OID20723",-0.625139441677738,"SCGB3A2","Q96PL1",0.03,1.0275,"INFLAMMATION",1,"117156"
"OID20665",-3.14219319600679,"FASLG","P48023",0.03,0.6759,"INFLAMMATION",1,"356"
"OID20638",7.98976801866366,"LAMP3","Q9UQV4",0.03,0.8599,"INFLAMMATION",1,"27074"
"OID20729",0.0276890122440847,"PDLIM7","Q9NR12",0.1,0.5474,"INFLAMMATION",1,"9260"
"OID20637",-1.12670819181583,"CD22","P20273",0.03,0.5596,"INFLAMMATION",1,"933"
"OID20766",0.290084972180589,"PRELP","P51888",0.03,0.6764,"INFLAMMATION",1,"5549"
"OID20470",0.473652329046438,"NFATC3","Q12968",0.92,0.1287,"INFLAMMATION",1,"4775"
"OID20566",-1.78284336088824,"NCR1","O76036",0.07,0.5199,"INFLAMMATION",1,"9437"
"OID20492",1.59486237246406,"AMN","Q9BXJ7",0.65,1.0731,"INFLAMMATION",1,"81693"
"OID20743",-1.98882074083337,"EPCAM","P16422",0.03,-0.3859,"INFLAMMATION",1,"4072"
"OID20444",0.457587368304813,"PRKAB1","Q9Y478",0.59,0.2472,"INFLAMMATION",1,"5564"
"OID20564",-1.14312949301167,"FCAR","P24071",0.04,0.8838,"INFLAMMATION",1,"2204"
"OID20783",-1.51064506351461,"TNFRSF14","Q92956",0.03,0.6504,"INFLAMMATION",1,"8764"
"OID20772",-6.66437861141395,"CCL24","O00175",0.03,0.1168,"INFLAMMATION",1,"6369"
"OID20437",4.87574362708918,"AMBN","Q9NP70",0.04,0.8611,"INFLAMMATION",1,"258"
"OID20716",-5.3563801012033,"CD58","P19256",0.03,0.3583,"INFLAMMATION",1,"965"
"OID20708",-1.42426435928588,"LY6D","Q14210",0.09,0.6494,"INFLAMMATION",1,"8581"
"OID20728",3.04906078428514,"SCG3","Q8WXD2",0.03,0.7293,"INFLAMMATION",1,"29106"
"OID20617",4.94537128178345,"CKAP4","Q07065",0.03,1.1623,"INFLAMMATION",1,"10970"
"OID20476",-0.890748680989539,"TPT1","P13693",0.93,1.4571,"INFLAMMATION",1,"7178"
"OID20644",0.359295045223324,"PRDX5","P30044",0.04,-0.7828,"INFLAMMATION",1,"25824"
"OID20770",0.790620214631275,"FST","P19883",0.03,1.2184,"INFLAMMATION",1,"10468"
"OID20779",0.120217704217048,"MPIG6B","O95866",0.04,-0.0814,"INFLAMMATION",1,"80739"
"OID20588",1.04897168175468,"MGMT","P16455",0.06,0.8871,"INFLAMMATION",1,"4255"
"OID20756",3.53769837392295,"AGER","Q15109",0.03,0.6146,"INFLAMMATION",1,"177"
"OID20596",6.4312758367824,"KRT19","P08727",0.11,0.8425,"INFLAMMATION",1,"3880"
"OID20650",2.58400895108092,"VEGFA","P15692",0.03,0.7618,"INFLAMMATION",1,"7422"
"OID20539",-0.735562719596957,"SLC39A5","Q6ZMH5",0.89,0.2794,"INFLAMMATION",1,"283375"
"OID20754",-11.0549404301236,"CDON","Q4KMG0",0.03,0.7308,"INFLAMMATION",1,"50937"
"OID20642",-3.3589255786996,"TPSAB1","Q15661",0.04,0.3793,"INFLAMMATION",1,"7177"
"OID20578",2.73355872240012,"ICAM4","Q14773",0.03,-0.0163,"INFLAMMATION",1,"3386"
"OID20661",-2.56967947844593,"FLT3LG","P49771",0.03,-0.4318,"INFLAMMATION",1,"2323"
"OID20497",-0.521033964356473,"ENAH","Q8N8S7",0.12,1.083,"INFLAMMATION",1,"55740"
"OID20555",-0.0547690990681601,"CASP2","P42575",0.59,0.775,"INFLAMMATION",1,"835"
"OID20446",-0.489578863972839,"ARTN","Q5T4W7",0.88,0.8615,"INFLAMMATION",1,"9048"
"OID20669",3.67162198447384,"KYNU","Q16719",0.03,0.8386,"INFLAMMATION",1,"8942"
"OID20579",0.297774380411872,"DECR1","Q16698",0.15,0.9317,"INFLAMMATION",1,"1666"
"OID20731",-0.238796574991617,"TREM2","Q9NZC2",0.03,0.2481,"INFLAMMATION",1,"54209"
"OID20466",1.41166794656405,"DGKZ","Q13574",0.99,1.2013,"INFLAMMATION",1,"8525"
"OID20700",4.18151312784987,"IL1RN","P18510",0.08,0.6705,"INFLAMMATION",1,"3557"
"OID20721",0.405964656029783,"CKMT1A_CKMT1B","P12532",0.03,0.3589,"INFLAMMATION",1,"1159"
"OID20721",0.405964656029783,"CKMT1A_CKMT1B","P12532",0.03,0.3589,"INFLAMMATION",1,"548596"
"OID20635",0.610340364386903,"CD79B","P40259",0.04,0.5971,"INFLAMMATION",1,"974"
"OID20746",-6.61464591705321,"MEGF10","Q96KG7",0.03,0.5996,"INFLAMMATION",1,"84466"
"OID20445",2.59188632725834,"PNPT1","Q8TCS8",0.73,1.632,"INFLAMMATION",1,"87178"
"OID20622",0.667759627378389,"CXCL17","Q6UXB2",0.04,-0.1874,"INFLAMMATION",1,"284340"
"OID20613",-0.382605564718636,"CXCL6","P80162",0.04,0.9324,"INFLAMMATION",1,"6372"
"OID20462",-3.57393312981726,"SIT1","Q9Y3P8",0.05,0.6111,"INFLAMMATION",1,"27240"
"OID20557",5.29446765224782,"MAPK9","P45984",0.2,1.1079,"INFLAMMATION",1,"5601"
"OID20464",0.945862980654909,"CXCL12","P48061",0.37,1.3137,"INFLAMMATION",1,"6387"
"OID20618",-0.822606989546918,"FKBP1B","P68106",0.99,0.5526,"INFLAMMATION",1,"2281"
"OID20649",-5.8781727097751,"CD6","P30203",0.03,1.0294,"INFLAMMATION",1,"923"
"OID20528",0.782060525240119,"ITGA6","P23229",0.28,0.5407,"INFLAMMATION",1,"3655"
"OID20459",-0.124588091303927,"MVK","Q03426",0.34,1.6771,"INFLAMMATION",1,"4598"
"OID20609",-2.22611628142401,"CLEC4D","Q8WXI8",0.08,2.665,"INFLAMMATION",1,"338339"
"OID20673",-0.250863629985929,"PGF","P49763",0.03,0.62,"INFLAMMATION",1,"5228"
"OID20624",-3.78410273132912,"TNFSF12","O43508",0.03,0.9012,"INFLAMMATION",1,"8742"
"OID20604",9.07227634460839,"GZMB","P10144",0.04,1.7552,"INFLAMMATION",1,"3002"
"OID20768",-1.64768355527945,"LTBR","P36941",0.03,1.6758,"INFLAMMATION",1,"4055"
"OID20525",-2.51176181556474,"EDAR","Q9UNE0",0.18,0.1778,"INFLAMMATION",1,"10913"
"OID20757",-4.06791475184741,"IL1R2","P27930",0.03,0.6715,"INFLAMMATION",1,"7850"
"OID20594",0.466846989579663,"BANK1","Q8NDB2",0.07,1.1749,"INFLAMMATION",1,"55024"
"OID20776",0.818079969757137,"OSCAR","Q8IYS5",0.03,1.017,"INFLAMMATION",1,"126014"
"OID20674",0.0288999113792006,"CCL25","O15444",0.03,0.2434,"INFLAMMATION",1,"6370"
"OID20706",0.359205106068883,"NELL2","Q99435",0.03,0.4622,"INFLAMMATION",1,"4753"
"OID20707",0.521924511232106,"MANF","P55145",0.11,0.3054,"INFLAMMATION",1,"7873"
"OID20543",5.59741013206909,"PROK1","P58294",0.07,0.8195,"INFLAMMATION",1,"84432"
"OID20682",0.94906409394912,"PKLR","P30613",0.03,0.3195,"INFLAMMATION",1,"5313"
"OID20681",0.441841466786584,"DBNL","Q9UJU6",0.04,0.3581,"INFLAMMATION",1,"28988"
"OID20704",3.41059077995387,"CST7","O76096",0.04,0.7162,"INFLAMMATION",1,"8530"
"OID20506",3.43334397645964,"IFNLR1","Q8IU57",0.04,0.2675,"INFLAMMATION",1,"163702"
"OID20503",0.10925880300212,"FGF2","P09038",0.66,0.312,"INFLAMMATION",1,"2247"
"OID20556",-2.69347897558116,"CNTNAP2","Q9UHC6",0.36,0.5414,"INFLAMMATION",1,"26047"
"OID20515",0.963205834635217,"FOXO1","Q12778",0.25,0.8353,"INFLAMMATION",1,"2308"
"OID20517",1.89119478365215,"BID","P55957",0.94,1.3781,"INFLAMMATION",1,"637"
"OID20529",1.13952644466417,"FCRL6","Q6DN72",0.04,1.2279,"INFLAMMATION",1,"343413"
"OID20512",-3.7611443267812,"ALDH3A1","P30838",0.65,0.3123,"INFLAMMATION",1,"218"
"OID20690",7.6116882158475,"SIGLEC1","Q9BZZ2",0.03,0.7504,"INFLAMMATION",1,"6614"
"OID20722",0.512125293950106,"FIS1","Q9Y3D6",0.04,0.04,"INFLAMMATION",1,"51024"
"OID20440",-0.199499167178922,"IL24","Q13007",0.86,0.9502,"INFLAMMATION",1,"11009"
"OID20423",-1.57445969782821,"EIF5A","P63241",0.97,0.4591,"INFLAMMATION",1,"1984"
"OID20615",2.5428926260941,"HPCAL1","P37235",0.04,0.5283,"INFLAMMATION",1,"3241"
"OID20523",10.9317965731209,"CCL7","P80098",0.05,1.4326,"INFLAMMATION",1,"6354"
"OID20510",2.97084569065027,"NUB1","Q9Y5A7",0.07,0.5528,"INFLAMMATION",1,"51667"
"OID20641",1.95571428231359,"GMPR","P36959",0.05,0.4867,"INFLAMMATION",1,"2766"
"OID20522",-1.61281090051903,"EPO","P01588",0.77,0.3346,"INFLAMMATION",1,"2056"
"OID20507",-1.27824442635214,"TRAF2","Q12933",0.04,0.6129,"INFLAMMATION",1,"7186"
"OID20718",3.97399168822556,"HSPA1A","P0DMV8",0.03,0.2501,"INFLAMMATION",1,"3303"
"OID20718",3.97399168822556,"HSPA1A","P0DMV8",0.03,0.2501,"INFLAMMATION",1,"3304"
"OID20643",0.220300643068753,"PPP1R9B","Q96SB3",0.08,1.3136,"INFLAMMATION",1,"84687"
"OID20460",-0.995326584624576,"WNT9A","O14904",0.4,0.436,"INFLAMMATION",1,"7483"
"OID20711",0.647262996016396,"MGLL","Q99685",0.04,0.8162,"INFLAMMATION",1,"11343"
"OID20511",-1.71356890957198,"PSPN","O60542",0.1,0.7809,"INFLAMMATION",1,"5623"
"OID20421",-2.74921346883729,"PAPPA","Q13219",0.74,1.4818,"INFLAMMATION",1,"5069"
"OID20448",-0.321492619324816,"NCLN","Q969V3",0.97,0.7718,"INFLAMMATION",1,"56926"
"OID20625",2.09357133084244,"EIF4G1","Q04637",0.04,0.9124,"INFLAMMATION",1,"1981"
"OID20565",-3.46361853992117,"CD83","Q01151",0.04,1.1751,"INFLAMMATION",1,"9308"
"OID20520",0.87703417268986,"HLA-DRA","P01903",0.39,0.6609,"INFLAMMATION",1,"3122"
"OID20739",0.632883649497374,"SIRPB1","O00241",0.03,1.3409,"INFLAMMATION",1,"10326"
"OID20508",1.06819914702308,"SULT2A1","Q06520",0.12,0.5111,"INFLAMMATION",1,"6822"
"OID20549",1.21123386900004,"PSMG3","Q9BT73",0.67,1.2263,"INFLAMMATION",1,"84262"
"OID20541",2.1821763256154,"MLN","P12872",0.14,1.1804,"INFLAMMATION",1,"4295"
"OID20724",-0.0618022916279049,"CD40","P25942",0.03,0.6914,"INFLAMMATION",1,"958"
"OID20767",-1.63269869817799,"MATN2","O00339",0.03,0.7565,"INFLAMMATION",1,"4147"
"OID20526",1.55852789241553,"TRIM5","Q9C035",0.34,0.8327,"INFLAMMATION",1,"85363"
"OID20603",-2.26578575780918,"CD200","P41217",0.04,1.4403,"INFLAMMATION",1,"4345"
"OID20627",0.404535189681028,"DNAJA2","O60884",0.04,0.793,"INFLAMMATION",1,"10294"
"OID20480",-1.17123641922219,"TNFRSF13C","Q96RJ3",0.43,0.6536,"INFLAMMATION",1,"115650"
"OID20712",-1.6182069053335,"DNER","Q8NFT8",0.03,0.5155,"INFLAMMATION",1,"92737"
"OID20433",-1.82978987077038,"TNFAIP8","O95379",0.98,0.915,"INFLAMMATION",1,"25816"
"OID20687",-1.93443147463763,"MMP10","P09238",0.03,0.5208,"INFLAMMATION",1,"4319"
"OID20621",-0.207958387040895,"TGFB1","P01137",0.03,0.8239,"INFLAMMATION",1,"7040"
"OID20559",0.269473048547338,"CLIP2","Q9UDT6",0.25,1.9553,"INFLAMMATION",1,"7461"
"OID20640",1.51407412647397,"LAT","O43561",0.03,1.0988,"INFLAMMATION",1,"27040"
"OID20471",0.706662859684846,"GALNT3","Q14435",0.69,1.2364,"INFLAMMATION",1,"2591"
"OID20741",2.2918555076619,"PDGFB","P01127",0.04,1.4162,"INFLAMMATION",1,"5155"
"OID20667",-2.54032736518896,"CDSN","Q15517",0.77,3.7105,"INFLAMMATION",1,"1041"
"OID20771",-0.00875305311490203,"CHRDL1","Q9BU40",0.04,0.1395,"INFLAMMATION",1,"91851"
"OID20465",-1.55069585845032,"NRTN","Q99748",0.98,1.1124,"INFLAMMATION",1,"4902"
"OID20663",3.44028759020994,"GZMA","P12544",0.03,0.2457,"INFLAMMATION",1,"3001"
"OID20695",-1.19128367507777,"CCL4","P13236",0.03,0.6333,"INFLAMMATION",1,"6351"
"OID20789",-1.75513713804119,"NME3","Q13232",0.03,0.6137,"INFLAMMATION",1,"4832"
"OID21145",1.50399825814132,"TNFRSF1B","P20333",0.03,0.7502,"NEUROLOGY",1,"7133"
"OID21153",-2.21409507103896,"PAMR1","Q6UXH9",0.04,-0.568,"NEUROLOGY",1,"25891"
"OID21136",-5.61141799185061,"IL7R","P16871",0.04,1.3055,"NEUROLOGY",1,"3575"
"OID21119",0.749931412651741,"CD177","Q8N6Q3",0.8,4.4949,"NEUROLOGY",1,"57126"
"OID20867",-0.572195954920743,"PRTFDC1","Q9NRG1",0.97,2.5502,"NEUROLOGY",1,"56952"
"OID20852",5.2587030338162,"SLC39A14","Q15043",0.97,3.0596,"NEUROLOGY",1,"23516"
"OID21148",-1.93603569653539,"SPINK5","Q9NQ38",0.51,0.3095,"NEUROLOGY",1,"11005"
"OID20968",0.197667642607983,"FRZB","Q92765",0.03,-0.5004,"NEUROLOGY",1,"2487"
"OID21044",12.4791238884603,"CASC4","Q6P4E1",0.03,0.7324,"NEUROLOGY",1,"113201"
"OID20974",-3.07442856160715,"ADGRB3","O60242",0.03,0.7988,"NEUROLOGY",1,"577"
"OID21142",-2.05594833426687,"RELT","Q969Z4",0.04,1.4617,"NEUROLOGY",1,"84957"
"OID21042",10.0914044254946,"CXCL11","O14625",0.04,0.8111,"NEUROLOGY",1,"6373"
"OID21126",-4.90962723815642,"IL1RAP","Q9NPH3",0.04,0.0749,"NEUROLOGY",1,"3556"
"OID20942",0.311200776732871,"TBCC","Q15814",0.12,1.2125,"NEUROLOGY",1,"6903"
"OID20969",6.11818683678239,"PSME1","Q06323",0.03,1.0394,"NEUROLOGY",1,"5720"
"OID21123",-3.8658198675624,"OGN","P20774",0.05,0.8725,"NEUROLOGY",1,"4969"
"OID21124",0.897968173489347,"PLAU","P00749",0.04,0.3142,"NEUROLOGY",1,"5328"
"OID20844",1.31299875250982,"TBC1D17","Q9HA65",0.95,2.1618,"NEUROLOGY",1,"79735"
"OID21054",-6.5771843308122,"CPM","P14384",0.05,1.7123,"NEUROLOGY",1,"1368"
"OID20827",-0.3788298570223,"DUSP3","P51452",0.95,2.4824,"NEUROLOGY",1,"1845"
"OID21085",2.83554790652668,"NID2","Q14112",0.04,0.5861,"NEUROLOGY",1,"22795"
"OID21112",6.27312694251567,"CLEC11A","Q9Y240",0.03,0.511,"NEUROLOGY",1,"6320"
"OID20851",-1.01627172821103,"VSTM1","Q6UX27",0.98,1.6511,"NEUROLOGY",1,"284415"
"OID21133",-4.05040757625572,"FCER2","P06734",0.04,0.6576,"NEUROLOGY",1,"2208"
"OID20935",-1.08046365231004,"EFNA4","P52798",0.03,0.9215,"NEUROLOGY",1,"1945"
"OID20816",1.10424892862987,"TDGF1","P13385",0.9,4.1128,"NEUROLOGY",1,"6997"
"OID20940",1.16568520704881,"CDCP1","Q9H5V8",0.04,-0.6375,"NEUROLOGY",1,"64866"
"OID21078",-0.201563873603002,"AHSP","Q9NZD4",0.04,0.4766,"NEUROLOGY",1,"51327"
"OID21037",2.89258591253822,"ENO1","P06733",0.03,1.654,"NEUROLOGY",1,"2023"
"OID21111",0.285265602064664,"FCRL5","Q96RD9",0.04,0.0063,"NEUROLOGY",1,"83416"
"OID21024",3.64234979668234,"CXCL13","O43927",0.04,0.0083,"NEUROLOGY",1,"10563"
"OID20798",1.2519002860341,"ATF2","P15336",0.98,2.4608,"NEUROLOGY",1,"1386"
"OID20849",-0.795539855782283,"NXPH1","P58417",0.99,1.875,"NEUROLOGY",1,"30010"
"OID20824",-1.2611553570206,"LIF","P15018",0.98,2.5589,"NEUROLOGY",1,"3976"
"OID21055",4.26135124567717,"NCAN","O14594",0.04,1.0111,"NEUROLOGY",1,"1463"
"OID21048",-8.26642802741992,"SCARF2","Q96GP6",0.06,0.5987,"NEUROLOGY",1,"91179"
"OID21065",-3.90132038775629,"RGMA","Q96B86",0.03,0.6986,"NEUROLOGY",1,"56963"
