"Patient_Timepoint","Median_Correlation","Mean_Correlation","PCA_Mahalanobis_Distance"
"285_D0",0.709956458643897,0.692479642787922,3.98069651491625
"345_D3",0.710221302560651,0.689128976685178,5.9026018327136
"300_D7",0.710247198613994,0.700477950411583,4.07767043199274
"322_D0",0.710374203195157,0.694676846661594,4.37478390328986
"158_DE",0.710504917153535,0.701816519813845,4.38930682821555
"336_D7",0.710779442628712,0.700374551794337,2.22048183431626
"281_D0",0.710889382531617,0.701327329179721,2.89286748471312
"119_D0",0.710897145002019,0.687170371828833,4.38741967454506
"263_D3",0.710901113729216,0.693873734260139,3.99657812315784
"302_D0",0.711079101526002,0.700719095746754,5.06715891866889
"109_D0",0.711238580413363,0.691187893712529,3.03467976421785
"68_D0",0.711531494684247,0.703673910366255,10.1341944669346
"64_D0",0.711918235836575,0.696483319606292,2.72441636359179
"108_D0",0.711922740353942,0.678713613261262,2.88057133916405
"59_D3",0.711966941730598,0.702536038790309,4.16136114043587
"11_D0",0.712170770537114,0.694188626061099,6.16837048293435
